pack,track,code,grade,level,credential,theme,description,transfer_check
Cognition.X : States OS,Water and the land,WL-30,11–12,Lead,State Waters Steward,The species that means home,"Present a state species' habitat status to a group from public sources, with what is being done about it.","Pick one official state species, find its real habitat status from a public source, and tell somebody what it needs."
Cognition.X : States OS,Water and the land,WL-31,K–2,Explorer,State Waters Steward,"Water in, water out",Ask an adult where your tap water comes from.,Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.
Cognition.X : States OS,Water and the land,WL-32,3–5,Explorer,State Waters Steward,"Water in, water out",Find out publicly where your community's drinking water comes from.,Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.
Cognition.X : States OS,Water and the land,WL-33,6–8,Builder,State Waters Steward,"Water in, water out","Locate publicly your community's water source and its treatment outfall, with a checker.",Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.
Cognition.X : States OS,Water and the land,WL-34,9–10,Practitioner,State Waters Steward,"Water in, water out",Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.,Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.
Cognition.X : States OS,Water and the land,WL-35,11–12,Lead,State Waters Steward,"Water in, water out",Present the two pipes to a group — intake and outfall — with the treatment between them and who runs each.,Locate (publicly) your community's water source and its treatment outfall and explain the journey between them.
Cognition.X : States OS,Water and the land,WL-36,K–2,Explorer,State Waters Steward,The working water,Name two jobs that water does in your state besides drinking.,Identify two real working uses of water in your state and one place each can be safely observed from public ground.
Cognition.X : States OS,Water and the land,WL-37,3–5,Explorer,State Waters Steward,The working water,"Identify two ways your state's water works — boats, farms, fishing, cooling.",Identify two real working uses of water in your state and one place each can be safely observed from public ground.
Cognition.X : States OS,Water and the land,WL-38,6–8,Builder,State Waters Steward,The working water,"Identify two real working uses of water in your state and one place each can be safely observed, with a checker.",Identify two real working uses of water in your state and one place each can be safely observed from public ground.
Cognition.X : States OS,Water and the land,WL-39,9–10,Practitioner,State Waters Steward,The working water,Identify two real working uses of water in your state and one place each can be safely observed.,Identify two real working uses of water in your state and one place each can be safely observed from public ground.
Cognition.X : States OS,Water and the land,WL-40,11–12,Lead,State Waters Steward,The working water,"Present the working water of your state to a group, with the jobs behind each use and where each can be seen.",Identify two real working uses of water in your state and one place each can be safely observed from public ground.
Cognition.X : States OS,Water and the land,WL-41,K–2,Explorer,State Waters Steward,When the water turns,"Say what your state's water does when it is dangerous — flood, drought, freeze or surge.",Find one real flood-control or drought structure in your region and explain what it holds back or holds in.
Cognition.X : States OS,Water and the land,WL-42,3–5,Explorer,State Waters Steward,When the water turns,Find one real flood or drought structure in your region and say what it protects.,Find one real flood-control or drought structure in your region and explain what it holds back or holds in.
Cognition.X : States OS,Water and the land,WL-43,6–8,Builder,State Waters Steward,When the water turns,"Find one real flood-control or drought structure in your region and explain what it holds back, with a checker.",Find one real flood-control or drought structure in your region and explain what it holds back or holds in.
Cognition.X : States OS,Water and the land,WL-44,9–10,Practitioner,State Waters Steward,When the water turns,Find one real flood-control or drought structure in your region and explain what it holds back and for whom.,Find one real flood-control or drought structure in your region and explain what it holds back or holds in.
Cognition.X : States OS,Water and the land,WL-45,11–12,Lead,State Waters Steward,When the water turns,"Present the built answer to your state's dangerous water to a group, with one structure, its capacity and its limits.",Find one real flood-control or drought structure in your region and explain what it holds back or holds in.
Cognition.X : States OS,Water and the land,WL-46,K–2,Explorer,State Waters Steward,Stewardship is local,Join a clean-up or a planting with an adult and say what you did.,"Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring day, a planting — and log what was done."
Cognition.X : States OS,Water and the land,WL-47,3–5,Explorer,State Waters Steward,Stewardship is local,"Take part in one real local water stewardship act — a cleanup, a planting — and record it.","Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring day, a planting — and log what was done."
Cognition.X : States OS,Water and the land,WL-48,6–8,Builder,State Waters Steward,Stewardship is local,"Take part in or concretely plan one real local stewardship act, with a checker.","Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring day, a planting — and log what was done."
Cognition.X : States OS,Water and the land,WL-49,9–10,Practitioner,State Waters Steward,Stewardship is local,"Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring, a planting — and record what it did.","Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring day, a planting — and log what was done."
Cognition.X : States OS,Water and the land,WL-50,11–12,Lead,State Waters Steward,Stewardship is local,Organise one real stewardship act for a group and record its result for the body that manages the water.,"Take part in (or concretely plan) one real local stewardship act — a cleanup, a monitoring day, a planting — and log what was done."
Cognition.X : States OS,The working corridor,WC-1,K–2,Explorer,State Industry Reader,What your state makes,Name one thing your state is known for making or growing.,Name your state's three largest real industries from a public source and place each on the map where it concentrates.
Cognition.X : States OS,The working corridor,WC-2,3–5,Explorer,State Industry Reader,What your state makes,Name your state's three biggest industries from a public source.,Name your state's three largest real industries from a public source and place each on the map where it concentrates.
Cognition.X : States OS,The working corridor,WC-3,6–8,Builder,State Industry Reader,What your state makes,"Name your state's three largest real industries from a public source and place each on the map, with a checker.",Name your state's three largest real industries from a public source and place each on the map where it concentrates.
Cognition.X : States OS,The working corridor,WC-4,9–10,Practitioner,State Industry Reader,What your state makes,Name your state's three largest real industries from a public source and place each on the map where the work happens.,Name your state's three largest real industries from a public source and place each on the map where it concentrates.
Cognition.X : States OS,The working corridor,WC-5,11–12,Lead,State Industry Reader,What your state makes,"Present your state's working spine to a group: the three largest industries, where each happens, and what each pays.",Name your state's three largest real industries from a public source and place each on the map where it concentrates.
Cognition.X : States OS,The working corridor,WC-6,K–2,Explorer,State Industry Reader,The corridor with a name,Find the famous working road or river of your state on a map.,"Identify your state's best-known working corridor and explain, from geography, why it is there and not elsewhere."
Cognition.X : States OS,The working corridor,WC-7,3–5,Explorer,State Industry Reader,The corridor with a name,Identify your state's best-known working corridor and say where it runs.,"Identify your state's best-known working corridor and explain, from geography, why it is there and not elsewhere."
Cognition.X : States OS,The working corridor,WC-8,6–8,Builder,State Industry Reader,The corridor with a name,"Identify your state's best-known working corridor and explain from geography why it runs there, with a checker.","Identify your state's best-known working corridor and explain, from geography, why it is there and not elsewhere."
Cognition.X : States OS,The working corridor,WC-9,9–10,Practitioner,State Industry Reader,The corridor with a name,"Identify your state's best-known working corridor and explain, from geography, why it is where it is.","Identify your state's best-known working corridor and explain, from geography, why it is there and not elsewhere."
Cognition.X : States OS,The working corridor,WC-10,11–12,Lead,State Industry Reader,The corridor with a name,"Present the corridor to a group with its geography, its history and the trades that staff it.","Identify your state's best-known working corridor and explain, from geography, why it is there and not elsewhere."
Cognition.X : States OS,The working corridor,WC-11,K–2,Explorer,State Industry Reader,The jobs behind the product,Pick one thing your state makes and name three jobs that touch it.,"Take one real product of your state and list eight distinct jobs it passes through, checking two with someone who works one."
Cognition.X : States OS,The working corridor,WC-12,3–5,Explorer,State Industry Reader,The jobs behind the product,Take one real product of your state and list five jobs it passes through.,"Take one real product of your state and list eight distinct jobs it passes through, checking two with someone who works one."
Cognition.X : States OS,The working corridor,WC-13,6–8,Builder,State Industry Reader,The jobs behind the product,"Take one real product of your state and list eight distinct jobs it passes through, checking each, with a checker.","Take one real product of your state and list eight distinct jobs it passes through, checking two with someone who works one."
Cognition.X : States OS,The working corridor,WC-14,9–10,Practitioner,State Industry Reader,The jobs behind the product,"Take one real product of your state and list eight distinct jobs it passes through, checking each against a real posting or profile.","Take one real product of your state and list eight distinct jobs it passes through, checking two with someone who works one."
Cognition.X : States OS,The working corridor,WC-15,11–12,Lead,State Industry Reader,The jobs behind the product,"Unfold a real product of your state for a group into the trades and professions from raw to sold, with a real posting for each.","Take one real product of your state and list eight distinct jobs it passes through, checking two with someone who works one."
Cognition.X : States OS,The working corridor,WC-16,K–2,Explorer,State Industry Reader,"The port, the rail and the road","Say how things made in your state leave it — by ship, train or truck.","Trace one real export of your state from its origin to its exit point (port, railhead or highway) on a map."
Cognition.X : States OS,The working corridor,WC-17,3–5,Explorer,State Industry Reader,"The port, the rail and the road",Trace one real export of your state to where it leaves.,"Trace one real export of your state from its origin to its exit point (port, railhead or highway) on a map."
Cognition.X : States OS,The working corridor,WC-18,6–8,Builder,State Industry Reader,"The port, the rail and the road","Trace one real export of your state from its origin to its exit point, with a checker.","Trace one real export of your state from its origin to its exit point (port, railhead or highway) on a map."
Cognition.X : States OS,The working corridor,WC-19,9–10,Practitioner,State Industry Reader,"The port, the rail and the road","Trace one real export of your state from its origin to its exit point (port, railhead or highway).","Trace one real export of your state from its origin to its exit point (port, railhead or highway) on a map."
Cognition.X : States OS,The working corridor,WC-20,11–12,Lead,State Industry Reader,"The port, the rail and the road",Present your state's freight map to a group with one real export traced end to end.,"Trace one real export of your state from its origin to its exit point (port, railhead or highway) on a map."
Cognition.X : States OS,The working corridor,WC-21,K–2,Explorer,State Industry Reader,The paycheck geography,"Say whether people earn more in the city or the country in your state, and one reason.",Compare median pay in two real counties of your state from public data and give one grounded reason for the gap.
Cognition.X : States OS,The working corridor,WC-22,3–5,Explorer,State Industry Reader,The paycheck geography,Compare pay in two real counties of your state from public data.,Compare median pay in two real counties of your state from public data and give one grounded reason for the gap.
Cognition.X : States OS,The working corridor,WC-23,6–8,Builder,State Industry Reader,The paycheck geography,"Compare median pay in two real counties of your state from public data and give one grounded reason, with a checker.",Compare median pay in two real counties of your state from public data and give one grounded reason for the gap.
Cognition.X : States OS,The working corridor,WC-24,9–10,Practitioner,State Industry Reader,The paycheck geography,Compare median pay in two real counties of your state from public data and give one grounded reason for the difference.,Compare median pay in two real counties of your state from public data and give one grounded reason for the gap.
Cognition.X : States OS,The working corridor,WC-25,11–12,Lead,State Industry Reader,The paycheck geography,"Present the paycheck geography of your state to a group with public data and the honest reasons — industry, cost, distance.",Compare median pay in two real counties of your state from public data and give one grounded reason for the gap.
Cognition.X : States OS,The working corridor,WC-26,K–2,Explorer,State Industry Reader,The old industry's shadow,"Find an old mill, mine or factory near you and ask what it was.","Find one real former industrial site in your region and record what it was, what it is, and who remembers it."
Cognition.X : States OS,The working corridor,WC-27,3–5,Explorer,State Industry Reader,The old industry's shadow,Find one former industrial site in your region and record what it was and what it is now.,"Find one real former industrial site in your region and record what it was, what it is, and who remembers it."
Cognition.X : States OS,The working corridor,WC-28,6–8,Builder,State Industry Reader,The old industry's shadow,"Find one real former industrial site in your region and record what it was, what it is, and what grew in its place, with a checker.","Find one real former industrial site in your region and record what it was, what it is, and who remembers it."
Cognition.X : States OS,The working corridor,WC-29,9–10,Practitioner,State Industry Reader,The old industry's shadow,"Find one real former industrial site in your region and record what it was, what it is, and what grew in its place.","Find one real former industrial site in your region and record what it was, what it is, and who remembers it."
Cognition.X : States OS,The working corridor,WC-30,11–12,Lead,State Industry Reader,The old industry's shadow,"Present one industrial turn of your state to a group: what closed, what it left, what grew, and who it left behind.","Find one real former industrial site in your region and record what it was, what it is, and who remembers it."
Cognition.X : States OS,The working corridor,WC-31,K–2,Explorer,State Industry Reader,The next industry's seed,Find one new thing being built in your state and say what it will make.,"Find one real announced investment or program in your state and state what it promises, who funds it, and what would prove it worked."
Cognition.X : States OS,The working corridor,WC-32,3–5,Explorer,State Industry Reader,The next industry's seed,Find one real announced plant or programme in your state and say what it promises.,"Find one real announced investment or program in your state and state what it promises, who funds it, and what would prove it worked."
Cognition.X : States OS,The working corridor,WC-33,6–8,Builder,State Industry Reader,The next industry's seed,"Find one real announced investment or programme in your state and state what it promises and what is uncertain, with a checker.","Find one real announced investment or program in your state and state what it promises, who funds it, and what would prove it worked."
Cognition.X : States OS,The working corridor,WC-34,9–10,Practitioner,State Industry Reader,The next industry's seed,"Find one real announced investment or program in your state and state what it promises, what it depends on, and what is uncertain.","Find one real announced investment or program in your state and state what it promises, who funds it, and what would prove it worked."
Cognition.X : States OS,The working corridor,WC-35,11–12,Lead,State Industry Reader,The next industry's seed,"Present a real announced investment to a group read critically: the promise, the conditions, and the record of similar promises.","Find one real announced investment or program in your state and state what it promises, who funds it, and what would prove it worked."
Cognition.X : States OS,The working corridor,WC-36,K–2,Explorer,State Industry Reader,The trades behind the corridor,Say where a person learns a trade in your state.,Identify the regional labor or trades council serving your area and one real apprenticeship program it can point you to.
Cognition.X : States OS,The working corridor,WC-37,3–5,Explorer,State Industry Reader,The trades behind the corridor,Identify the trades council or training centre serving your area.,Identify the regional labor or trades council serving your area and one real apprenticeship program it can point you to.
Cognition.X : States OS,The working corridor,WC-38,6–8,Builder,State Industry Reader,The trades behind the corridor,"Identify the regional labour or trades council serving your area and one real apprenticeship it offers, with a checker.",Identify the regional labor or trades council serving your area and one real apprenticeship program it can point you to.
Cognition.X : States OS,The working corridor,WC-39,9–10,Practitioner,State Industry Reader,The trades behind the corridor,Identify the regional labor or trades council serving your area and one real apprenticeship that staffs the corridor.,Identify the regional labor or trades council serving your area and one real apprenticeship program it can point you to.
Cognition.X : States OS,The working corridor,WC-40,11–12,Lead,State Industry Reader,The trades behind the corridor,"Map the pathway from school to corridor for a group: the councils, the training centres, and the real apprenticeships.",Identify the regional labor or trades council serving your area and one real apprenticeship program it can point you to.
Cognition.X : States OS,The working corridor,WC-41,K–2,Explorer,State Industry Reader,Small works too,Ask someone who runs a small shop or farm what their week is like.,"Interview one real small-business owner or worker in your area about what their week actually holds, and retell it fairly."
Cognition.X : States OS,The working corridor,WC-42,3–5,Explorer,State Industry Reader,Small works too,Interview one real small-business owner or worker about their week.,"Interview one real small-business owner or worker in your area about what their week actually holds, and retell it fairly."
Cognition.X : States OS,The working corridor,WC-43,6–8,Builder,State Industry Reader,Small works too,"Interview one real small-business owner or worker in your area about what their week actually contains, with a checker.","Interview one real small-business owner or worker in your area about what their week actually holds, and retell it fairly."
Cognition.X : States OS,The working corridor,WC-44,9–10,Practitioner,State Industry Reader,Small works too,Interview one real small-business owner or worker in your area about what their week actually contains.,"Interview one real small-business owner or worker in your area about what their week actually holds, and retell it fairly."
Cognition.X : States OS,The working corridor,WC-45,11–12,Lead,State Industry Reader,Small works too,"Present the small enterprises of your area to a group from real interviews, with what carries most of the working life.","Interview one real small-business owner or worker in your area about what their week actually holds, and retell it fairly."
Cognition.X : States OS,The working corridor,WC-46,K–2,Explorer,State Industry Reader,Your seat in the corridor,"Say one job in your state you would like to try, and why.","From your own ledger or portfolio, shortlist two real state industries you could serve and the next concrete step toward each."
Cognition.X : States OS,The working corridor,WC-47,3–5,Explorer,State Industry Reader,Your seat in the corridor,"From your own work so far, name two real state industries you could serve.","From your own ledger or portfolio, shortlist two real state industries you could serve and the next concrete step toward each."
Cognition.X : States OS,The working corridor,WC-48,6–8,Builder,State Industry Reader,Your seat in the corridor,"From your own ledger or portfolio, shortlist two real state industries you could serve and say why, with a checker.","From your own ledger or portfolio, shortlist two real state industries you could serve and the next concrete step toward each."
Cognition.X : States OS,The working corridor,WC-49,9–10,Practitioner,State Industry Reader,Your seat in the corridor,"From your own ledger or portfolio, shortlist two real state industries you could serve and the evidence for each.","From your own ledger or portfolio, shortlist two real state industries you could serve and the next concrete step toward each."
Cognition.X : States OS,The working corridor,WC-50,11–12,Lead,State Industry Reader,Your seat in the corridor,"Present your honest shortlist to a group with the evidence, and the next real step toward one of them.","From your own ledger or portfolio, shortlist two real state industries you could serve and the next concrete step toward each."
Cognition.X : States OS,The state's table,ST-1,K–2,Explorer,State Table Keeper,What your state grows,Name one thing your state grows and find it in a shop.,Name your state's three largest real farm products from a public source and find one of them raised within a day's drive.
Cognition.X : States OS,The state's table,ST-2,3–5,Explorer,State Table Keeper,What your state grows,Name your state's three biggest farm products from a public source.,Name your state's three largest real farm products from a public source and find one of them raised within a day's drive.
Cognition.X : States OS,The state's table,ST-3,6–8,Builder,State Table Keeper,What your state grows,"Name your state's three largest real farm products from a public source and find one of them in a shop, with a checker.",Name your state's three largest real farm products from a public source and find one of them raised within a day's drive.
Cognition.X : States OS,The state's table,ST-4,9–10,Practitioner,State Table Keeper,What your state grows,Name your state's three largest real farm products from a public source and find one of them in a shop with its origin.,Name your state's three largest real farm products from a public source and find one of them raised within a day's drive.
Cognition.X : States OS,The state's table,ST-5,11–12,Lead,State Table Keeper,What your state grows,"Present the agriculture map behind the shelf to a group, with public figures and one product traced to the shelf.",Name your state's three largest real farm products from a public source and find one of them raised within a day's drive.
Cognition.X : States OS,The state's table,ST-6,K–2,Explorer,State Table Keeper,The dish that names you,Help cook a dish your state is known for and say where it came from.,Cook or help cook one dish your state is known for and tell its real origin story while it's eaten.
Cognition.X : States OS,The state's table,ST-7,3–5,Explorer,State Table Keeper,The dish that names you,Cook or help cook one dish your state is known for and tell its origin story.,Cook or help cook one dish your state is known for and tell its real origin story while it's eaten.
Cognition.X : States OS,The state's table,ST-8,6–8,Builder,State Table Keeper,The dish that names you,"Cook or help cook one dish your state is known for and tell its real origin story, with a checker.",Cook or help cook one dish your state is known for and tell its real origin story while it's eaten.
Cognition.X : States OS,The state's table,ST-9,9–10,Practitioner,State Table Keeper,The dish that names you,Cook or help cook one dish your state is known for and tell its real origin story while it is eaten.,Cook or help cook one dish your state is known for and tell its real origin story while it's eaten.
Cognition.X : States OS,The state's table,ST-10,11–12,Lead,State Table Keeper,The dish that names you,"Cook and serve a state dish for a group and tell its real origin story, with the people who brought it named.",Cook or help cook one dish your state is known for and tell its real origin story while it's eaten.
Cognition.X : States OS,The state's table,ST-11,K–2,Explorer,State Table Keeper,From field to shelf,"Follow one food from a farm to your table with an adult, naming who touched it.","Trace one real local food from its farm or dock to a shelf you can touch, naming each hand it passed through."
Cognition.X : States OS,The state's table,ST-12,3–5,Explorer,State Table Keeper,From field to shelf,"Trace one local food from farm to shelf, naming each hand.","Trace one real local food from its farm or dock to a shelf you can touch, naming each hand it passed through."
Cognition.X : States OS,The state's table,ST-13,6–8,Builder,State Table Keeper,From field to shelf,"Trace one real local food from its farm or dock to a shelf you can touch, naming each hand, with a checker.","Trace one real local food from its farm or dock to a shelf you can touch, naming each hand it passed through."
Cognition.X : States OS,The state's table,ST-14,9–10,Practitioner,State Table Keeper,From field to shelf,"Trace one real local food from its farm or dock to a shelf you can touch, naming each hand between.","Trace one real local food from its farm or dock to a shelf you can touch, naming each hand it passed through."
Cognition.X : States OS,The state's table,ST-15,11–12,Lead,State Table Keeper,From field to shelf,"Present one real local food chain to a group, every hand named, with what each is paid.","Trace one real local food from its farm or dock to a shelf you can touch, naming each hand it passed through."
Cognition.X : States OS,The state's table,ST-16,K–2,Explorer,State Table Keeper,The market and the season,Say which fruit or vegetable is in season now where you live.,Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season now.
Cognition.X : States OS,The state's table,ST-17,3–5,Explorer,State Table Keeper,The market and the season,Build a calendar of when three local foods are in season.,Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season now.
Cognition.X : States OS,The state's table,ST-18,6–8,Builder,State Table Keeper,The market and the season,"Build your state's real 12-month harvest calendar for five foods, with a checker.",Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season now.
Cognition.X : States OS,The state's table,ST-19,9–10,Practitioner,State Table Keeper,The market and the season,Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season.,Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season now.
Cognition.X : States OS,The state's table,ST-20,11–12,Lead,State Table Keeper,The market and the season,"Build and publish your state's harvest calendar for a group, and cook a seasonal week from it.",Build your state's real 12-month harvest calendar for five foods and shop one week from what is in season now.
Cognition.X : States OS,The state's table,ST-21,K–2,Explorer,State Table Keeper,The waters' harvest,Name one fish or shellfish from your state's waters.,"Identify one real caught-or-farmed water food of your state and where it lands, and prepare or observe it prepared."
Cognition.X : States OS,The state's table,ST-22,3–5,Explorer,State Table Keeper,The waters' harvest,Identify one real water food of your state and where it lands.,"Identify one real caught-or-farmed water food of your state and where it lands, and prepare or observe it prepared."
Cognition.X : States OS,The state's table,ST-23,6–8,Builder,State Table Keeper,The waters' harvest,"Identify one real caught-or-farmed water food of your state and where it lands, with a checker.","Identify one real caught-or-farmed water food of your state and where it lands, and prepare or observe it prepared."
Cognition.X : States OS,The state's table,ST-24,9–10,Practitioner,State Table Keeper,The waters' harvest,"Identify one real caught-or-farmed water food of your state and where it lands, and prepare it.","Identify one real caught-or-farmed water food of your state and where it lands, and prepare or observe it prepared."
Cognition.X : States OS,The state's table,ST-25,11–12,Lead,State Table Keeper,The waters' harvest,"Present your state's water harvest to a group: the catch, the boats, where it lands, and a dish made from it.","Identify one real caught-or-farmed water food of your state and where it lands, and prepare or observe it prepared."
Cognition.X : States OS,The state's table,ST-26,K–2,Explorer,State Table Keeper,Feeding everyone,"Say how families get food when money is short, and who helps.",Locate two real programs that feed people in your area and record how a family actually reaches each.
Cognition.X : States OS,The state's table,ST-27,3–5,Explorer,State Table Keeper,Feeding everyone,Locate two real programmes that feed people in your area.,Locate two real programs that feed people in your area and record how a family actually reaches each.
Cognition.X : States OS,The state's table,ST-28,6–8,Builder,State Table Keeper,Feeding everyone,"Locate two real programs that feed people in your area and record how a family actually reaches each, with a checker.",Locate two real programs that feed people in your area and record how a family actually reaches each.
Cognition.X : States OS,The state's table,ST-29,9–10,Practitioner,State Table Keeper,Feeding everyone,Locate two real programs that feed people in your area and record how a family actually reaches each one.,Locate two real programs that feed people in your area and record how a family actually reaches each.
