pack,track,code,grade,level,credential,theme,description,transfer_check
Emergency Preparedness & First Response,The household that is ready,HR-11,K–2,Explorer,Household Ready,The grab bag and the ninety seconds,Practise the leave-now game: grab your own small bag with one comfort thing in it and get to the door with an adult before the count ends.,"Pack a real grab bag, stage it, and run the ninety-second evacuation drill with it twice."
Emergency Preparedness & First Response,The household that is ready,HR-12,3–5,Explorer,Household Ready,The grab bag and the ninety seconds,"Pack your own grab bag from a checklist — copies of your name card, a torch, a snack, a charger — and time yourself getting it to the door.","Pack a real grab bag, stage it, and run the ninety-second evacuation drill with it twice."
Emergency Preparedness & First Response,The household that is ready,HR-13,6–8,Builder,Household Ready,The grab bag and the ninety seconds,"Pack the household's grab bag with the documents, medicines, chargers and cash that leave with you, and run the ninety-second drill twice.","Pack a real grab bag, stage it, and run the ninety-second evacuation drill with it twice."
Emergency Preparedness & First Response,The household that is ready,HR-14,9–10,Practitioner,Household Ready,The grab bag and the ninety seconds,"Pack and stage a real grab bag for the whole household, run the ninety-second evacuation drill twice, and fix what the drill found slow.","Pack a real grab bag, stage it, and run the ninety-second evacuation drill with it twice."
Emergency Preparedness & First Response,The household that is ready,HR-15,11–12,Lead,Household Ready,The grab bag and the ninety seconds,"Design the grab-bag standard for a family other than your own — contents, staging point, who carries what — and run their first drill with them.","Pack a real grab bag, stage it, and run the ninety-second evacuation drill with it twice."
Emergency Preparedness & First Response,The household that is ready,HR-16,K–2,Explorer,Household Ready,The family communication plan,"Learn the name and number of the grown-up who lives far away, and practise saying your own full name and street to an adult.",Write your household's communication plan on one card per person and test it with an unannounced check-in drill.
Emergency Preparedness & First Response,The household that is ready,HR-17,3–5,Explorer,Household Ready,The family communication plan,"Fill in the family contact card — the far-away person, the meeting place near home, the one farther out — and keep it in your bag.",Write your household's communication plan on one card per person and test it with an unannounced check-in drill.
Emergency Preparedness & First Response,The household that is ready,HR-18,6–8,Builder,Household Ready,The family communication plan,"Write the household's communication plan, one card per person, with the out-of-area contact and two rally points, and hand the cards out.",Write your household's communication plan on one card per person and test it with an unannounced check-in drill.
Emergency Preparedness & First Response,The household that is ready,HR-19,9–10,Practitioner,Household Ready,The family communication plan,Write the household's communication plan on one card per person and test it with an unannounced check-in drill where no one is warned.,Write your household's communication plan on one card per person and test it with an unannounced check-in drill.
Emergency Preparedness & First Response,The household that is ready,HR-20,11–12,Lead,Household Ready,The family communication plan,"Write and test the plan for a household that includes someone who cannot use a phone unaided, and record how the drill reached them.",Write your household's communication plan on one card per person and test it with an unannounced check-in drill.
Emergency Preparedness & First Response,The household that is ready,HR-21,K–2,Explorer,Household Ready,Water when the taps stop,"Find where the family keeps spare water, and help pour and count enough bottles for everyone for one day.","Locate and quantify every emergency water source in a real dwelling, and demonstrate one purification method correctly."
Emergency Preparedness & First Response,The household that is ready,HR-22,3–5,Explorer,Household Ready,Water when the taps stop,"Work out how many litres your household needs for three days, count what is stored, and find one more place in the home that holds clean water.","Locate and quantify every emergency water source in a real dwelling, and demonstrate one purification method correctly."
Emergency Preparedness & First Response,The household that is ready,HR-23,6–8,Builder,Household Ready,Water when the taps stop,"Find every emergency water source in your dwelling — tank, heater, ice, stored bottles — quantify each, and show one way to make doubtful water safe.","Locate and quantify every emergency water source in a real dwelling, and demonstrate one purification method correctly."
Emergency Preparedness & First Response,The household that is ready,HR-24,9–10,Practitioner,Household Ready,Water when the taps stop,"Locate and quantify every emergency water source in a real dwelling and demonstrate one purification method correctly, stating its limits.","Locate and quantify every emergency water source in a real dwelling, and demonstrate one purification method correctly."
Emergency Preparedness & First Response,The household that is ready,HR-25,11–12,Lead,Household Ready,Water when the taps stop,"Plan three days of water for a household of six from what the dwelling actually holds, demonstrate two purification methods, and say when each fails.","Locate and quantify every emergency water source in a real dwelling, and demonstrate one purification method correctly."
Emergency Preparedness & First Response,The household that is ready,HR-26,K–2,Explorer,Household Ready,"Power down, house still working","Practise finding the torch in the dark, and learn the one rule: no fire or camp stove inside the house, ever.","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely."
Emergency Preparedness & First Response,The household that is ready,HR-27,3–5,Explorer,Household Ready,"Power down, house still working","Help run a lights-out hour at home — torch, blankets, a cold meal — and say why the grill and the generator stay outside.","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely."
Emergency Preparedness & First Response,The household that is ready,HR-28,6–8,Builder,Household Ready,"Power down, house still working","Run a two-hour blackout drill at home covering light, one hot meal and phone charging, and name the carbon-monoxide line you never cross.","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely."
Emergency Preparedness & First Response,The household that is ready,HR-29,9–10,Practitioner,Household Ready,"Power down, house still working","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely and logged.","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely."
Emergency Preparedness & First Response,The household that is ready,HR-30,11–12,Lead,Household Ready,"Power down, house still working","Plan and run the blackout drill for a household with medical equipment or an infant, including the fallback for a device that needs power.","Run a two-hour household blackout drill covering light, one hot meal and phone charging, with every method used safely."
Emergency Preparedness & First Response,The household that is ready,HR-31,K–2,Explorer,Household Ready,Documents that survive the disaster,Draw or trace your name card and put a copy of it in the family's special pouch with an adult.,"Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable."
Emergency Preparedness & First Response,The household that is ready,HR-32,3–5,Explorer,Household Ready,Documents that survive the disaster,"Help make the list of the papers that matter — who we are, where we live, the doctor's notes — and put copies in a sealed bag.","Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable."
Emergency Preparedness & First Response,The household that is ready,HR-33,6–8,Builder,Household Ready,Documents that survive the disaster,"Make photocopies and photographs of the household's key documents, store the digital set with a password, and put the paper set in the grab bag.","Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable."
Emergency Preparedness & First Response,The household that is ready,HR-34,9–10,Practitioner,Household Ready,Documents that survive the disaster,"Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable — and test recovering one.","Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable."
Emergency Preparedness & First Response,The household that is ready,HR-35,11–12,Lead,Household Ready,Documents that survive the disaster,"Design the backup for a household that has just lost its originals, walking through how each identity is proven again, and write the recovery steps.","Create the full document backup for a real household — physical copies staged, digital copies encrypted and reachable."
Emergency Preparedness & First Response,The household that is ready,HR-36,K–2,Explorer,Household Ready,Pets and the beings who cannot pack,"Help put the pet's lead, a food scoop and its picture into one bag, and practise calling the animal calmly.","Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it."
Emergency Preparedness & First Response,The household that is ready,HR-37,3–5,Explorer,Household Ready,Pets and the beings who cannot pack,"Make the pet's own kit — food for three days, water, medicine, its records and photo — and practise getting it into its carrier.","Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it."
Emergency Preparedness & First Response,The household that is ready,HR-38,6–8,Builder,Household Ready,Pets and the beings who cannot pack,"Build the evacuation plan and kit for a real animal, find the shelters that take it, and run a timed load-and-go drill with it.","Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it."
Emergency Preparedness & First Response,The household that is ready,HR-39,9–10,Practitioner,Household Ready,Pets and the beings who cannot pack,"Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it, with the shelter and vet contacts confirmed.","Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it."
Emergency Preparedness & First Response,The household that is ready,HR-40,11–12,Lead,Household Ready,Pets and the beings who cannot pack,"Plan the evacuation of animals for a household with more than one species or a large animal, including transport and the shelter that will refuse them.","Build the evacuation plan and kit for a real animal, and complete a timed load-and-go drill with it."
Emergency Preparedness & First Response,The household that is ready,HR-41,K–2,Explorer,Household Ready,The neighbours in your plan,"Name the neighbour a grown-up trusts, and practise knocking and asking for help politely.","Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment."
Emergency Preparedness & First Response,The household that is ready,HR-42,3–5,Explorer,Household Ready,The neighbours in your plan,"Draw your street and mark, with an adult, the houses of people who could help and people who might need help.","Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment."
Emergency Preparedness & First Response,The household that is ready,HR-43,6–8,Builder,Household Ready,The neighbours in your plan,"Map your immediate neighbours' skills, equipment and needs with their consent, and agree one thing you will do for each other in an event.","Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment."
Emergency Preparedness & First Response,The household that is ready,HR-44,9–10,Practitioner,Household Ready,The neighbours in your plan,"Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment in writing.","Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment."
Emergency Preparedness & First Response,The household that is ready,HR-45,11–12,Lead,Household Ready,The neighbours in your plan,"Organise the street's mutual-aid map, host the conversation that gets consent, and write the one-page agreement the neighbours sign.","Map your immediate neighbours' relevant skills, equipment and vulnerabilities (with consent), and agree one mutual commitment."
Emergency Preparedness & First Response,The household that is ready,HR-46,K–2,Explorer,Household Ready,The drill calendar,"Practise the family drill once with the adults, and put a sticker on the calendar for the next time.","Run a full household drill against your written plan, log every failure found, and fix the worst one the same week."
Emergency Preparedness & First Response,The household that is ready,HR-47,3–5,Explorer,Household Ready,The drill calendar,"Run the household drill with the family, write down one thing that did not work, and mark the next drill date on the calendar.","Run a full household drill against your written plan, log every failure found, and fix the worst one the same week."
Emergency Preparedness & First Response,The household that is ready,HR-48,6–8,Builder,Household Ready,The drill calendar,"Run a full household drill against the written plan, log every failure found, and fix the worst one in the same week.","Run a full household drill against your written plan, log every failure found, and fix the worst one the same week."
Emergency Preparedness & First Response,The household that is ready,HR-49,9–10,Practitioner,Household Ready,The drill calendar,"Run a full household drill against your written plan, log every failure found, and fix the worst one the same week, dated and signed.","Run a full household drill against your written plan, log every failure found, and fix the worst one the same week."
Emergency Preparedness & First Response,The household that is ready,HR-50,11–12,Lead,Household Ready,The drill calendar,"Design and run the twice-yearly drill cycle for a household or small group, including supply rotation, and write the after-action note others can use.","Run a full household drill against your written plan, log every failure found, and fix the worst one the same week."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-1,K–2,Explorer,First Responder (Lay),The scene before the patient,"Learn to stop and look before running to help — cars, water, fire — and to fetch a grown-up first.","Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-2,3–5,Explorer,First Responder (Lay),The scene before the patient,"Practise the look-around at three pretend scenes, say out loud what could hurt you, and decide whether to go closer or call for help.","Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-3,6–8,Builder,First Responder (Lay),The scene before the patient,"Approach three staged casualty scenes, say the hazard check aloud, and decide for each whether to proceed, stage back, or wait for help.","Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-4,9–10,Practitioner,First Responder (Lay),The scene before the patient,"Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each, with reasons.","Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-5,11–12,Lead,First Responder (Lay),The scene before the patient,"Run the scene check for a group of helpers at a staged incident, assign safe roles, and stop anyone about to become a second casualty.","Approach three staged casualty scenes, verbalising the hazard check and the decision to proceed, stage, or wait for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-6,K–2,Explorer,First Responder (Lay),The emergency call that works,"Practise saying your name, your street and what is wrong to a pretend call-taker, and know which number to press.","Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-7,3–5,Explorer,First Responder (Lay),The emergency call that works,Make a practice emergency call and give your address two ways — the street and a landmark — in the order the call-taker asks.,"Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-8,6–8,Builder,First Responder (Lay),The emergency call that works,"Complete a realistic mock emergency call scored against dispatch criteria, giving the location two ways and answering the questions in order.","Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-9,9–10,Practitioner,First Responder (Lay),The emergency call that works,"Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways and staying on the line.","Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-10,11–12,Lead,First Responder (Lay),The emergency call that works,"Coach a novice through a mock emergency call while managing the scene, and debrief which of the call-taker's questions they missed.","Complete a realistic mock emergency call scored against dispatch criteria, including conveying a precise location two ways."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-11,K–2,Explorer,First Responder (Lay),The unconscious person who is breathing,"Practise gently shaking and calling a doll's name, then running to a grown-up when it does not answer.","Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-12,3–5,Explorer,First Responder (Lay),The unconscious person who is breathing,"Practise checking whether a person answers and is breathing, and roll a partner onto their side the way you were shown.","Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-13,6–8,Builder,First Responder (Lay),The unconscious person who is breathing,"Demonstrate the response and breathing checks and the recovery position on a partner, and keep watching their breathing until told to stop.","Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-14,9–10,Practitioner,First Responder (Lay),The unconscious person who is breathing,"Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing until handover.","Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-15,11–12,Lead,First Responder (Lay),The unconscious person who is breathing,"Teach the assessment and recovery position to a small group, correct their errors, and manage a handover to a simulated ambulance crew.","Demonstrate the full assessment and recovery position on a live volunteer, including the monitoring you keep doing."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-16,K–2,Explorer,First Responder (Lay),CPR and the machine on the wall,"Practise pushing hard on a doll's chest to a steady beat, and find the box on the wall with the heart picture.","Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock/no-shock."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-17,3–5,Explorer,First Responder (Lay),CPR and the machine on the wall,"Practise chest pushes on a manikin at the right speed with a song to keep time, and point to where the AED lives in your building.","Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock/no-shock."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-18,6–8,Builder,First Responder (Lay),CPR and the machine on the wall,"Perform two minutes of compressions on a manikin at adequate rate and depth, and follow an AED trainer's voice through its sequence.","Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock/no-shock."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-19,9–10,Practitioner,First Responder (Lay),CPR and the machine on the wall,"Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock or no-shock.","Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock/no-shock."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-20,11–12,Lead,First Responder (Lay),CPR and the machine on the wall,"Lead a two-rescuer CPR cycle with a swap, run the AED, and coach a bystander to take over compressions without losing the rhythm.","Perform two minutes of adequate-rate, adequate-depth compressions on a manikin and run a full AED sequence to shock/no-shock."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-21,K–2,Explorer,First Responder (Lay),Choking,Learn the hands-at-the-throat sign and shout for a grown-up when you see it.,"Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-22,3–5,Explorer,First Responder (Lay),Choking,"Show the choking sign, and practise the back blows on a manikin the way you were shown.","Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-23,6–8,Builder,First Responder (Lay),Choking,"Demonstrate back blows and abdominal thrusts on an adult manikin, and show the differences for an infant.","Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-24,9–10,Practitioner,First Responder (Lay),Choking,"Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each and for the pregnant.","Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-25,11–12,Lead,First Responder (Lay),Choking,"Assess and manage a staged choking casualty end to end, including the transition to CPR when they collapse, and teach the protocol to a novice.","Demonstrate the complete choking protocol on adult and infant manikins, adapting correctly for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-26,K–2,Explorer,First Responder (Lay),Bleeding you can see,Practise pressing a clean cloth on a pretend cut and holding it still while a grown-up comes.,"Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-27,3–5,Explorer,First Responder (Lay),Bleeding you can see,"Practise firm pressure with a pad on a staged cut, lift the limb, and keep pressing until told it has stopped.","Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-28,6–8,Builder,First Responder (Lay),Bleeding you can see,"Control two staged bleeds — a minor cut and a severe limb wound — choosing pressure, packing or a tourniquet trainer and applying it correctly.","Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-29,9–10,Practitioner,First Responder (Lay),Bleeding you can see,"Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each, with times recorded.","Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-30,11–12,Lead,First Responder (Lay),Bleeding you can see,"Manage a staged multiple-casualty bleed, prioritise, apply and document a tourniquet with its time, and hand over to a simulated crew.","Control three staged bleeds — minor, severe limb, junctional — choosing and applying the right technique for each."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-31,K–2,Explorer,First Responder (Lay),"Burns, breaks and the injuries that wait badly",Learn to run cool water over a small burn and to leave a hurt arm still until a grown-up comes.,"Manage one staged burn and one staged fracture end to end, stating what you will not do and why."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-32,3–5,Explorer,First Responder (Lay),"Burns, breaks and the injuries that wait badly","Cool a staged burn under running water for the right time, and keep a partner's pretend broken arm still with a cushion.","Manage one staged burn and one staged fracture end to end, stating what you will not do and why."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-33,6–8,Builder,First Responder (Lay),"Burns, breaks and the injuries that wait badly","Manage one staged burn and one staged fracture, saying what you will not do — no ice, no creams, no straightening — and why.","Manage one staged burn and one staged fracture end to end, stating what you will not do and why."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-34,9–10,Practitioner,First Responder (Lay),"Burns, breaks and the injuries that wait badly","Manage one staged burn and one staged fracture end to end, stating what you will not do and why, and improvising a splint.","Manage one staged burn and one staged fracture end to end, stating what you will not do and why."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-35,11–12,Lead,First Responder (Lay),"Burns, breaks and the injuries that wait badly","Manage a staged burn and fracture on a casualty who must be moved, deciding when moving is justified, and brief a crew on what was done.","Manage one staged burn and one staged fracture end to end, stating what you will not do and why."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-36,K–2,Explorer,First Responder (Lay),The medical emergencies,"Learn what a grown-up looks like when very unwell, and practise fetching help and the family's medicine bag.","From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-37,3–5,Explorer,First Responder (Lay),The medical emergencies,"Match five picture cards — chest pain, a drooping face, a fit, a swelling allergy, a shaky diabetic — to the one thing you do for each.","From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-38,6–8,Builder,First Responder (Lay),The medical emergencies,"From five scripted presentations, name each condition and state or perform its correct first response, including a trainer auto-injector.","From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-39,9–10,Practitioner,First Responder (Lay),The medical emergencies,"From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use.","From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-40,11–12,Lead,First Responder (Lay),The medical emergencies,"Run a scenario with two presentations at once, triage them, direct helpers, and give a structured handover naming each condition and the time.","From five scripted casualty presentations, identify each condition and perform or state its correct first response, including auto-injector use."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-41,K–2,Explorer,First Responder (Lay),Little patients,Practise being gentle with a baby doll and calling a grown-up when a small child is hurt.,"Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-42,3–5,Explorer,First Responder (Lay),Little patients,"Practise the softer pushes and breaths for a baby manikin, and say one calm thing you would tell a frightened little one.","Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-43,6–8,Builder,First Responder (Lay),Little patients,Adapt three adult protocols to a child or infant manikin and demonstrate one way of calming a frightened child while treating.,"Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-44,9–10,Practitioner,First Responder (Lay),Little patients,"Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating.","Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-45,11–12,Lead,First Responder (Lay),Little patients,"Manage a staged paediatric emergency with a distressed parent present, adapt the protocol, and direct the parent to a useful role.","Adapt three adult protocols correctly to a child or infant manikin, and demonstrate one calming approach while treating."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-46,K–2,Explorer,First Responder (Lay),The kit and the kit in your head,"Find the first-aid box at home, and name three things inside and what they are for.","Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-47,3–5,Explorer,First Responder (Lay),The kit and the kit in your head,"Check the family first-aid kit against a picture list, and make a card of what is missing.","Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-48,6–8,Builder,First Responder (Lay),The kit and the kit in your head,"Assemble a first-aid kit for one named place — home, car or hike — justify every item, and treat one staged injury with improvised materials only.","Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-49,9–10,Practitioner,First Responder (Lay),The kit and the kit in your head,"Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only.","Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only."
Emergency Preparedness & First Response,First aid: the first ten minutes,FA-50,11–12,Lead,First Responder (Lay),The kit and the kit in your head,"Specify the kits for three contexts and a refresher calendar for a group, then run a drill where the kit is missing and only improvisation is allowed.","Assemble a first-aid kit for a named context (home, car, hike), justify every item, and treat one staged injury using improvised materials only."
Emergency Preparedness & First Response,"Fire: prevention, escape, fighting small",FE-1,K–2,Explorer,Fire Warden (Home),How fires actually start at home,"Walk the home with an adult and point to the hot things — the stove, the heater, the candles — that are never touched alone.","Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos."
Emergency Preparedness & First Response,"Fire: prevention, escape, fighting small",FE-2,3–5,Explorer,Fire Warden (Home),How fires actually start at home,Make a picture list of the top ways home fires start and check your own home for each one with an adult.,"Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos."
Emergency Preparedness & First Response,"Fire: prevention, escape, fighting small",FE-3,6–8,Builder,Fire Warden (Home),How fires actually start at home,"Audit your own home against the top ignition causes, fix or flag every finding, and photograph the before and after.","Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos."
Emergency Preparedness & First Response,"Fire: prevention, escape, fighting small",FE-4,9–10,Practitioner,Fire Warden (Home),How fires actually start at home,"Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos and a dated record.","Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos."
Emergency Preparedness & First Response,"Fire: prevention, escape, fighting small",FE-5,11–12,Lead,Fire Warden (Home),How fires actually start at home,"Audit a dwelling you do not live in, present the findings to its occupants in their own priorities, and agree the fixes and the dates.","Audit a real dwelling against the top ignition causes and eliminate or mitigate every finding, with photos."
