pack,track,code,grade,level,credential,theme,description,transfer_check
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-21,K–2,Explorer,Kitchen Hand,Clean as you go,"Wipe up a small spill right away, with an adult.","Cook one simple dish and finish with the station inspection-clean, narrating the order you cleaned in and why."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-22,3–5,Explorer,Kitchen Hand,Clean as you go,"Clean up while cooking instead of leaving a mess, with an adult's help.","Cook one simple dish and finish with the station inspection-clean, narrating the order you cleaned in and why."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-23,6–8,Builder,Kitchen Hand,Clean as you go,"Keep a real cooking space clean throughout a real task, with a checker.","Cook one simple dish and finish with the station inspection-clean, narrating the order you cleaned in and why."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-24,9–10,Practitioner,Kitchen Hand,Clean as you go,"Clean as you go through a real full cooking session, on your own.","Cook one simple dish and finish with the station inspection-clean, narrating the order you cleaned in and why."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-25,11–12,Lead,Kitchen Hand,Clean as you go,Teach someone else why cleaning as you go matters in a real kitchen.,"Cook one simple dish and finish with the station inspection-clean, narrating the order you cleaned in and why."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-26,K–2,Explorer,Kitchen Hand,Cold: the fridge as a system,Ask an adult why some food goes in the fridge.,"Audit a real fridge against safe shelf order and temperature, fix what is wrong, and log what you changed."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-27,3–5,Explorer,Kitchen Hand,Cold: the fridge as a system,"Learn why cold keeps real food safe, with an adult's help.","Audit a real fridge against safe shelf order and temperature, fix what is wrong, and log what you changed."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-28,6–8,Builder,Kitchen Hand,Cold: the fridge as a system,"Identify real correct fridge storage for different foods, with a checker.","Audit a real fridge against safe shelf order and temperature, fix what is wrong, and log what you changed."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-29,9–10,Practitioner,Kitchen Hand,Cold: the fridge as a system,"Organise a real fridge for safety and efficiency, on your own.","Audit a real fridge against safe shelf order and temperature, fix what is wrong, and log what you changed."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-30,11–12,Lead,Kitchen Hand,Cold: the fridge as a system,Explain to someone else how a real fridge works as a food-safety system.,"Audit a real fridge against safe shelf order and temperature, fix what is wrong, and log what you changed."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-31,K–2,Explorer,Kitchen Hand,"Measuring, tasting, adjusting",Measure an ingredient with an adult's help.,"Season a bland base (soup or grain) to genuinely good by iterating taste-adjust-taste, recording each move you made."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-32,3–5,Explorer,Kitchen Hand,"Measuring, tasting, adjusting","Measure a real ingredient accurately, with an adult's help.","Season a bland base (soup or grain) to genuinely good by iterating taste-adjust-taste, recording each move you made."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-33,6–8,Builder,Kitchen Hand,"Measuring, tasting, adjusting","Taste and adjust a real dish's seasoning, with a checker.","Season a bland base (soup or grain) to genuinely good by iterating taste-adjust-taste, recording each move you made."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-34,9–10,Practitioner,Kitchen Hand,"Measuring, tasting, adjusting","Measure, taste and adjust a real dish confidently, on your own.","Season a bland base (soup or grain) to genuinely good by iterating taste-adjust-taste, recording each move you made."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-35,11–12,Lead,Kitchen Hand,"Measuring, tasting, adjusting",Teach someone else how to taste and adjust a real dish like a cook.,"Season a bland base (soup or grain) to genuinely good by iterating taste-adjust-taste, recording each move you made."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-36,K–2,Explorer,Kitchen Hand,"The recipe as a plan, not a script",Follow a simple recipe step with an adult.,"Prepare full mise en place for a new recipe, then cook it without re-reading, marking beforehand the two lines that must not be improvised."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-37,3–5,Explorer,Kitchen Hand,"The recipe as a plan, not a script","Follow a real simple recipe's steps in order, with an adult's help.","Prepare full mise en place for a new recipe, then cook it without re-reading, marking beforehand the two lines that must not be improvised."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-38,6–8,Builder,Kitchen Hand,"The recipe as a plan, not a script","Adapt a real recipe slightly based on what's available, with a checker.","Prepare full mise en place for a new recipe, then cook it without re-reading, marking beforehand the two lines that must not be improvised."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-39,9–10,Practitioner,Kitchen Hand,"The recipe as a plan, not a script","Treat a real recipe as a flexible plan, adapting it on your own.","Prepare full mise en place for a new recipe, then cook it without re-reading, marking beforehand the two lines that must not be improvised."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-40,11–12,Lead,Kitchen Hand,"The recipe as a plan, not a script","Teach someone else how to read a real recipe as a plan, not a rulebook.","Prepare full mise en place for a new recipe, then cook it without re-reading, marking beforehand the two lines that must not be improvised."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-41,K–2,Explorer,Kitchen Hand,Tools you do not need,Ask an adult if a fancy gadget is really needed to cook.,"Cook a dish 'as seen' that normally uses a specialised gadget, using only basic tools, and compare results."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-42,3–5,Explorer,Kitchen Hand,Tools you do not need,"Learn that simple tools can do a real job well, with an adult's help.","Cook a dish 'as seen' that normally uses a specialised gadget, using only basic tools, and compare results."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-43,6–8,Builder,Kitchen Hand,Tools you do not need,"Identify a real unnecessary kitchen gadget, with a checker.","Cook a dish 'as seen' that normally uses a specialised gadget, using only basic tools, and compare results."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-44,9–10,Practitioner,Kitchen Hand,Tools you do not need,"Cook a real dish using only essential real tools, on your own.","Cook a dish 'as seen' that normally uses a specialised gadget, using only basic tools, and compare results."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-45,11–12,Lead,Kitchen Hand,Tools you do not need,Explain to someone else why real basic tools often outperform gadgets.,"Cook a dish 'as seen' that normally uses a specialised gadget, using only basic tools, and compare results."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-46,K–2,Explorer,Kitchen Hand,A meal from a bare cupboard,"Help make a snack from what's in the kitchen, with an adult.","Cook a complete meal using only what is already in a real cupboard, listing what you used and what the meal cost."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-47,3–5,Explorer,Kitchen Hand,A meal from a bare cupboard,"Make a simple real meal from limited ingredients, with an adult's help.","Cook a complete meal using only what is already in a real cupboard, listing what you used and what the meal cost."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-48,6–8,Builder,Kitchen Hand,A meal from a bare cupboard,"Cook a real meal from a real sparse set of ingredients, with a checker.","Cook a complete meal using only what is already in a real cupboard, listing what you used and what the meal cost."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-49,9–10,Practitioner,Kitchen Hand,A meal from a bare cupboard,"Cook a real satisfying meal from a real bare cupboard, on your own.","Cook a complete meal using only what is already in a real cupboard, listing what you used and what the meal cost."
"Food, Cooking & Nutrition",The kitchen and the tools in it,KT-50,11–12,Lead,Kitchen Hand,A meal from a bare cupboard,Teach someone else how to cook a real meal from what's actually available.,"Cook a complete meal using only what is already in a real cupboard, listing what you used and what the meal cost."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-1,K–2,Explorer,Nutrition Reader,"Energy, and where it hides",Ask an adult which foods give you energy to run and play.,"Estimate the energy in one of your own typical days, then check against labels and a reference and report where you were most wrong."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-2,3–5,Explorer,Nutrition Reader,"Energy, and where it hides","Name a real food that gives energy, with an adult's help.","Estimate the energy in one of your own typical days, then check against labels and a reference and report where you were most wrong."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-3,6–8,Builder,Nutrition Reader,"Energy, and where it hides","Identify where real energy hides in different real foods, with a checker.","Estimate the energy in one of your own typical days, then check against labels and a reference and report where you were most wrong."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-4,9–10,Practitioner,Nutrition Reader,"Energy, and where it hides","Explain, using real evidence, where energy hides in a real meal.","Estimate the energy in one of your own typical days, then check against labels and a reference and report where you were most wrong."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-5,11–12,Lead,Nutrition Reader,"Energy, and where it hides",Teach someone else how to identify where real energy hides in food.,"Estimate the energy in one of your own typical days, then check against labels and a reference and report where you were most wrong."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-6,K–2,Explorer,Nutrition Reader,"Protein, and who needs how much",Ask an adult which foods help you grow strong.,"Plan one real day of meals that meets the protein need of a named person unlike yourself, with sources shown."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-7,3–5,Explorer,Nutrition Reader,"Protein, and who needs how much","Name a real food that's high in protein, with an adult's help.","Plan one real day of meals that meets the protein need of a named person unlike yourself, with sources shown."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-8,6–8,Builder,Nutrition Reader,"Protein, and who needs how much","Identify real protein needs for different people, with a checker.","Plan one real day of meals that meets the protein need of a named person unlike yourself, with sources shown."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-9,9–10,Practitioner,Nutrition Reader,"Protein, and who needs how much","Explain, using real evidence, how much protein a real person needs.","Plan one real day of meals that meets the protein need of a named person unlike yourself, with sources shown."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-10,11–12,Lead,Nutrition Reader,"Protein, and who needs how much",Teach someone else the real evidence behind protein needs.,"Plan one real day of meals that meets the protein need of a named person unlike yourself, with sources shown."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-11,K–2,Explorer,Nutrition Reader,Carbohydrates: the fast and the slow,Ask an adult why some snacks make you tired quickly.,"Swap one refined staple in your week for a whole version and record the swap's cost, taste and how it held your hunger."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-12,3–5,Explorer,Nutrition Reader,Carbohydrates: the fast and the slow,"Learn the difference between fast and slow real carbs, with an adult.","Swap one refined staple in your week for a whole version and record the swap's cost, taste and how it held your hunger."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-13,6–8,Builder,Nutrition Reader,Carbohydrates: the fast and the slow,"Identify a real fast versus real slow carbohydrate food, with a checker.","Swap one refined staple in your week for a whole version and record the swap's cost, taste and how it held your hunger."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-14,9–10,Practitioner,Nutrition Reader,Carbohydrates: the fast and the slow,"Explain, using real examples, the difference between fast and slow carbs.","Swap one refined staple in your week for a whole version and record the swap's cost, taste and how it held your hunger."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-15,11–12,Lead,Nutrition Reader,Carbohydrates: the fast and the slow,Teach someone else the real science behind fast and slow carbohydrates.,"Swap one refined staple in your week for a whole version and record the swap's cost, taste and how it held your hunger."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-16,K–2,Explorer,Nutrition Reader,"Fats: needed, chosen, hidden",Ask an adult why some food needs oil or butter.,Find the fat content and type in five packaged foods you actually eat and rank them against what you assumed.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-17,3–5,Explorer,Nutrition Reader,"Fats: needed, chosen, hidden","Learn that fats are needed but should be chosen wisely, with an adult.",Find the fat content and type in five packaged foods you actually eat and rank them against what you assumed.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-18,6–8,Builder,Nutrition Reader,"Fats: needed, chosen, hidden","Identify a real hidden source of fat in a food, with a checker.",Find the fat content and type in five packaged foods you actually eat and rank them against what you assumed.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-19,9–10,Practitioner,Nutrition Reader,"Fats: needed, chosen, hidden","Explain, using real evidence, how to choose real fats wisely.",Find the fat content and type in five packaged foods you actually eat and rank them against what you assumed.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-20,11–12,Lead,Nutrition Reader,"Fats: needed, chosen, hidden","Teach someone else the real evidence on needed, chosen and hidden fats.",Find the fat content and type in five packaged foods you actually eat and rank them against what you assumed.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-21,K–2,Explorer,Nutrition Reader,Reading a label in twenty seconds,Look at the picture on a food label with an adult.,"Given two competing products, pick the better one using only the label, and defend the pick in four sentences."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-22,3–5,Explorer,Nutrition Reader,Reading a label in twenty seconds,"Find the sugar amount on a real food label, with an adult's help.","Given two competing products, pick the better one using only the label, and defend the pick in four sentences."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-23,6–8,Builder,Nutrition Reader,Reading a label in twenty seconds,"Read a real food label quickly for key facts, with a checker.","Given two competing products, pick the better one using only the label, and defend the pick in four sentences."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-24,9–10,Practitioner,Nutrition Reader,Reading a label in twenty seconds,"Read and compare real food labels quickly and accurately, on your own.","Given two competing products, pick the better one using only the label, and defend the pick in four sentences."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-25,11–12,Lead,Nutrition Reader,Reading a label in twenty seconds,Teach someone else how to read a real food label in twenty seconds.,"Given two competing products, pick the better one using only the label, and defend the pick in four sentences."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-26,K–2,Explorer,Nutrition Reader,"Vitamins, minerals and the short list that runs low",Ask an adult why eating vegetables matters.,"For a named diet (vegan, low-dairy, low-sun), identify the likely gap and plan a week of real foods that closes it."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-27,3–5,Explorer,Nutrition Reader,"Vitamins, minerals and the short list that runs low","Name a real vitamin or mineral your body needs, with an adult's help.","For a named diet (vegan, low-dairy, low-sun), identify the likely gap and plan a week of real foods that closes it."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-28,6–8,Builder,Nutrition Reader,"Vitamins, minerals and the short list that runs low","Identify a real nutrient people commonly run low on, with a checker.","For a named diet (vegan, low-dairy, low-sun), identify the likely gap and plan a week of real foods that closes it."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-29,9–10,Practitioner,Nutrition Reader,"Vitamins, minerals and the short list that runs low","Explain, using real evidence, which real nutrients run low most often.","For a named diet (vegan, low-dairy, low-sun), identify the likely gap and plan a week of real foods that closes it."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-30,11–12,Lead,Nutrition Reader,"Vitamins, minerals and the short list that runs low",Teach someone else the real short list of nutrients worth watching.,"For a named diet (vegan, low-dairy, low-sun), identify the likely gap and plan a week of real foods that closes it."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-31,K–2,Explorer,Nutrition Reader,"Water, caffeine and what you drink all day","Drink water when you're thirsty, with an adult's reminder.",Log everything you drink for three days and redesign the pattern with one change you can keep.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-32,3–5,Explorer,Nutrition Reader,"Water, caffeine and what you drink all day","Learn that what you drink matters as much as food, with an adult.",Log everything you drink for three days and redesign the pattern with one change you can keep.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-33,6–8,Builder,Nutrition Reader,"Water, caffeine and what you drink all day","Identify a real drink's effect on hydration or energy, with a checker.",Log everything you drink for three days and redesign the pattern with one change you can keep.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-34,9–10,Practitioner,Nutrition Reader,"Water, caffeine and what you drink all day","Evaluate your own real daily drink choices, on your own.",Log everything you drink for three days and redesign the pattern with one change you can keep.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-35,11–12,Lead,Nutrition Reader,"Water, caffeine and what you drink all day",Explain to someone else the real effects of common daily drinks.,Log everything you drink for three days and redesign the pattern with one change you can keep.
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-36,K–2,Explorer,Nutrition Reader,Ultra-processed: what the term actually marks,Ask an adult what makes some food come in a shiny package.,"Sort a week of your own shopping into whole, processed and ultra-processed, and name the one swap with the best effort-to-benefit ratio."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-37,3–5,Explorer,Nutrition Reader,Ultra-processed: what the term actually marks,"Learn that some foods are made with many extra steps, with an adult.","Sort a week of your own shopping into whole, processed and ultra-processed, and name the one swap with the best effort-to-benefit ratio."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-38,6–8,Builder,Nutrition Reader,Ultra-processed: what the term actually marks,"Identify what real makes a food 'ultra-processed', with a checker.","Sort a week of your own shopping into whole, processed and ultra-processed, and name the one swap with the best effort-to-benefit ratio."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-39,9–10,Practitioner,Nutrition Reader,Ultra-processed: what the term actually marks,"Explain, using real evidence, what the term actually marks.","Sort a week of your own shopping into whole, processed and ultra-processed, and name the one swap with the best effort-to-benefit ratio."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-40,11–12,Lead,Nutrition Reader,Ultra-processed: what the term actually marks,Explain to someone else the real evidence behind ultra-processed food.,"Sort a week of your own shopping into whole, processed and ultra-processed, and name the one swap with the best effort-to-benefit ratio."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-41,K–2,Explorer,Nutrition Reader,"Diets, claims and who profits",Ask an adult if every food claim on TV is true.,"Take one current diet claim from your feed, trace its evidence, and deliver a verdict a friend could act on."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-42,3–5,Explorer,Nutrition Reader,"Diets, claims and who profits","Learn that not every food claim is trustworthy, with an adult's help.","Take one current diet claim from your feed, trace its evidence, and deliver a verdict a friend could act on."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-43,6–8,Builder,Nutrition Reader,"Diets, claims and who profits","Identify a real questionable diet claim and who benefits, with a checker.","Take one current diet claim from your feed, trace its evidence, and deliver a verdict a friend could act on."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-44,9–10,Practitioner,Nutrition Reader,"Diets, claims and who profits","Evaluate a real diet claim critically, on your own.","Take one current diet claim from your feed, trace its evidence, and deliver a verdict a friend could act on."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-45,11–12,Lead,Nutrition Reader,"Diets, claims and who profits",Explain to someone else how to evaluate a real diet claim and its motives.,"Take one current diet claim from your feed, trace its evidence, and deliver a verdict a friend could act on."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-46,K–2,Explorer,Nutrition Reader,Eating patterns that hold,"Eat regular meals with your family, with an adult.","Design one realistic weekly eating pattern for yourself, follow it for a week, and report what held and what needs redesign."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-47,3–5,Explorer,Nutrition Reader,Eating patterns that hold,"Keep a simple real eating routine for a week, with an adult's help.","Design one realistic weekly eating pattern for yourself, follow it for a week, and report what held and what needs redesign."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-48,6–8,Builder,Nutrition Reader,Eating patterns that hold,"Build a real sustainable eating pattern, with a checker.","Design one realistic weekly eating pattern for yourself, follow it for a week, and report what held and what needs redesign."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-49,9–10,Practitioner,Nutrition Reader,Eating patterns that hold,"Build and maintain your own real sustainable eating pattern, on your own.","Design one realistic weekly eating pattern for yourself, follow it for a week, and report what held and what needs redesign."
"Food, Cooking & Nutrition",What food is: nutrition without the noise,NU-50,11–12,Lead,Nutrition Reader,Eating patterns that hold,Coach someone else on building a real eating pattern that actually holds.,"Design one realistic weekly eating pattern for yourself, follow it for a week, and report what held and what needs redesign."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-1,K–2,Explorer,Household Provisioner,The week on one page,"Help pick meals for a few days, with an adult.","Write a one-page plan for a real week, cook it, and mark what the plan got wrong for next time."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-2,3–5,Explorer,Household Provisioner,The week on one page,"Help plan a simple real meal schedule for a week, with an adult's help.","Write a one-page plan for a real week, cook it, and mark what the plan got wrong for next time."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-3,6–8,Builder,Household Provisioner,The week on one page,"Plan a real week of meals on one page, with a checker.","Write a one-page plan for a real week, cook it, and mark what the plan got wrong for next time."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-4,9–10,Practitioner,Household Provisioner,The week on one page,Plan a real full week of meals on your own.,"Write a one-page plan for a real week, cook it, and mark what the plan got wrong for next time."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-5,11–12,Lead,Household Provisioner,The week on one page,Teach someone else how to plan a real week of meals efficiently.,"Write a one-page plan for a real week, cook it, and mark what the plan got wrong for next time."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-6,K–2,Explorer,Household Provisioner,"The list, and the shop that follows it",Help write a shopping list with an adult.,"Do one real shop from a written list, note every deviation and what triggered it, and total the cost of the deviations."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-7,3–5,Explorer,Household Provisioner,"The list, and the shop that follows it","Write a real shopping list from a meal plan, with an adult's help.","Do one real shop from a written list, note every deviation and what triggered it, and total the cost of the deviations."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-8,6–8,Builder,Household Provisioner,"The list, and the shop that follows it","Shop using a real list without impulse extras, with a checker.","Do one real shop from a written list, note every deviation and what triggered it, and total the cost of the deviations."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-9,9–10,Practitioner,Household Provisioner,"The list, and the shop that follows it",Shop efficiently from a real list on your own.,"Do one real shop from a written list, note every deviation and what triggered it, and total the cost of the deviations."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-10,11–12,Lead,Household Provisioner,"The list, and the shop that follows it",Teach someone else how to shop from a real list without overspending.,"Do one real shop from a written list, note every deviation and what triggered it, and total the cost of the deviations."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-11,K–2,Explorer,Household Provisioner,"Price per unit, not price per package",Compare two prices with an adult's help.,"In a real aisle, find three cases where the obvious choice loses on unit price, with photos or figures."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-12,3–5,Explorer,Household Provisioner,"Price per unit, not price per package","Compare real prices of two similar items, with an adult's help.","In a real aisle, find three cases where the obvious choice loses on unit price, with photos or figures."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-13,6–8,Builder,Household Provisioner,"Price per unit, not price per package","Calculate a real price per unit to compare options, with a checker.","In a real aisle, find three cases where the obvious choice loses on unit price, with photos or figures."
"Food, Cooking & Nutrition","Feeding people: planning, budget and the shop",FP-14,9–10,Practitioner,Household Provisioner,"Price per unit, not price per package","Compare real price per unit to find the best value, on your own.","In a real aisle, find three cases where the obvious choice loses on unit price, with photos or figures."
