pack,track,code,grade,level,credential,theme,description,transfer_check
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-30,11–12,Lead,Working Draftsperson,Lettering and layout,Teach someone else how to design real lettering and layout that reads clearly.,Hand-letter a legible sign and lay out a poster with a clear hierarchy that a stranger reads at a glance.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-31,K–2,Explorer,Working Draftsperson,Drawing the figure,"Draw a simple person shape, with an adult.",Complete ten timed gesture drawings and one sustained figure study from a live model or a working person.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-32,3–5,Explorer,Working Draftsperson,Drawing the figure,"Draw a person with correct basic body proportions, with an adult's help.",Complete ten timed gesture drawings and one sustained figure study from a live model or a working person.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-33,6–8,Builder,Working Draftsperson,Drawing the figure,"Draw a real human figure with reasonable accuracy, with a checker.",Complete ten timed gesture drawings and one sustained figure study from a live model or a working person.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-34,9–10,Practitioner,Working Draftsperson,Drawing the figure,"Draw a real human figure accurately from observation, on your own.",Complete ten timed gesture drawings and one sustained figure study from a live model or a working person.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-35,11–12,Lead,Working Draftsperson,Drawing the figure,Teach someone else how to draw a real human figure from life.,Complete ten timed gesture drawings and one sustained figure study from a live model or a working person.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-36,K–2,Explorer,Working Draftsperson,The design brief,Ask an adult what someone wants before making them a drawing.,"Take a brief from a real client, produce three sketched options, and get one approved."
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-37,3–5,Explorer,Working Draftsperson,The design brief,"Ask what someone needs before making something for them, with an adult.","Take a brief from a real client, produce three sketched options, and get one approved."
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-38,6–8,Builder,Working Draftsperson,The design brief,"Read and follow a real simple design brief, with a checker.","Take a brief from a real client, produce three sketched options, and get one approved."
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-39,9–10,Practitioner,Working Draftsperson,The design brief,Interpret and fulfil a real design brief on your own.,"Take a brief from a real client, produce three sketched options, and get one approved."
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-40,11–12,Lead,Working Draftsperson,The design brief,Write a real clear design brief for someone else to follow.,"Take a brief from a real client, produce three sketched options, and get one approved."
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-41,K–2,Explorer,Working Draftsperson,Digital drawing,Draw a simple picture on a tablet with an adult.,Produce a digital drawing with layers and export it correctly for print and for screen.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-42,3–5,Explorer,Working Draftsperson,Digital drawing,"Use a real digital drawing tool for a simple picture, with an adult's help.",Produce a digital drawing with layers and export it correctly for print and for screen.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-43,6–8,Builder,Working Draftsperson,Digital drawing,"Create a real piece using digital drawing tools, with a checker.",Produce a digital drawing with layers and export it correctly for print and for screen.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-44,9–10,Practitioner,Working Draftsperson,Digital drawing,"Create a real finished piece using digital tools competently, on your own.",Produce a digital drawing with layers and export it correctly for print and for screen.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-45,11–12,Lead,Working Draftsperson,Digital drawing,Teach someone else the real basics of a digital drawing tool.,Produce a digital drawing with layers and export it correctly for print and for screen.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-46,K–2,Explorer,Working Draftsperson,The sketchbook habit,"Draw one small thing in a notebook each day, with an adult.",Keep a daily sketchbook for three weeks and present the first and last pages side by side.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-47,3–5,Explorer,Working Draftsperson,The sketchbook habit,"Keep a simple sketchbook for a week, with an adult's help.",Keep a daily sketchbook for three weeks and present the first and last pages side by side.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-48,6–8,Builder,Working Draftsperson,The sketchbook habit,"Keep a real sketchbook practice for a month, with a checker.",Keep a daily sketchbook for three weeks and present the first and last pages side by side.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-49,9–10,Practitioner,Working Draftsperson,The sketchbook habit,Maintain a real ongoing sketchbook practice on your own.,Keep a daily sketchbook for three weeks and present the first and last pages side by side.
Arts & Craft Trades : Louisiana Makers,Seeing and drawing for work,SD-50,11–12,Lead,Working Draftsperson,The sketchbook habit,Explain to someone else why a real sketchbook habit builds skill over time.,Keep a daily sketchbook for three weeks and present the first and last pages side by side.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-1,K–2,Explorer,Materials Maker,Clay,"Shape a simple ball or coil from clay, with an adult.","Make a functional clay vessel by hand or wheel, glaze it, and fire it (or have it fired) to a usable finish."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-2,3–5,Explorer,Materials Maker,Clay,"Shape a real simple clay object, with an adult's help.","Make a functional clay vessel by hand or wheel, glaze it, and fire it (or have it fired) to a usable finish."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-3,6–8,Builder,Materials Maker,Clay,"Shape and finish a real clay piece correctly, with a checker.","Make a functional clay vessel by hand or wheel, glaze it, and fire it (or have it fired) to a usable finish."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-4,9–10,Practitioner,Materials Maker,Clay,"Shape, fire and finish a real clay piece on your own.","Make a functional clay vessel by hand or wheel, glaze it, and fire it (or have it fired) to a usable finish."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-5,11–12,Lead,Materials Maker,Clay,Teach someone else how to properly shape and finish a real clay piece.,"Make a functional clay vessel by hand or wheel, glaze it, and fire it (or have it fired) to a usable finish."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-6,K–2,Explorer,Materials Maker,Wood,"Sand a small piece of wood smooth, with an adult.",Build a small joined wooden object — a box or frame — with a proper joint and a finished surface.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-7,3–5,Explorer,Materials Maker,Wood,"Cut and sand a simple piece of wood, with an adult's help.",Build a small joined wooden object — a box or frame — with a proper joint and a finished surface.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-8,6–8,Builder,Materials Maker,Wood,"Shape a real piece of wood into a useful object, with a checker.",Build a small joined wooden object — a box or frame — with a proper joint and a finished surface.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-9,9–10,Practitioner,Materials Maker,Wood,"Build a real wooden object competently, on your own.",Build a small joined wooden object — a box or frame — with a proper joint and a finished surface.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-10,11–12,Lead,Materials Maker,Wood,Teach someone else real woodworking technique for a specific joint or cut.,Build a small joined wooden object — a box or frame — with a proper joint and a finished surface.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-11,K–2,Explorer,Materials Maker,Metal,Watch an adult bend a piece of soft wire.,"Cut, bend and join metal into a small functional object under supervision, safely, with a clean result."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-12,3–5,Explorer,Materials Maker,Metal,"Bend and shape a simple piece of wire, with an adult's help.","Cut, bend and join metal into a small functional object under supervision, safely, with a clean result."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-13,6–8,Builder,Materials Maker,Metal,"Shape a real piece of metal safely, with a checker.","Cut, bend and join metal into a small functional object under supervision, safely, with a clean result."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-14,9–10,Practitioner,Materials Maker,Metal,"Shape and finish a real metal piece competently, on your own.","Cut, bend and join metal into a small functional object under supervision, safely, with a clean result."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-15,11–12,Lead,Materials Maker,Metal,Teach someone else safe technique for shaping a real piece of metal.,"Cut, bend and join metal into a small functional object under supervision, safely, with a clean result."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-16,K–2,Explorer,Materials Maker,Textile,"Practice a simple stitch on fabric, with an adult.","Sew a wearable or usable textile item with straight seams, a hem and a fastening that lasts."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-17,3–5,Explorer,Materials Maker,Textile,"Sew a simple textile piece, with an adult's help.","Sew a wearable or usable textile item with straight seams, a hem and a fastening that lasts."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-18,6–8,Builder,Materials Maker,Textile,"Sew or weave a real textile piece correctly, with a checker.","Sew a wearable or usable textile item with straight seams, a hem and a fastening that lasts."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-19,9–10,Practitioner,Materials Maker,Textile,"Create a real finished textile piece competently, on your own.","Sew a wearable or usable textile item with straight seams, a hem and a fastening that lasts."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-20,11–12,Lead,Materials Maker,Textile,Teach someone else a real textile technique from start to finish.,"Sew a wearable or usable textile item with straight seams, a hem and a fastening that lasts."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-21,K–2,Explorer,Materials Maker,Paint,"Paint a simple picture of something you like, with an adult.","Prepare a surface and paint it to a finished standard in two media, with edges a customer would accept."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-22,3–5,Explorer,Materials Maker,Paint,"Paint a real picture using a real technique, with an adult's help.","Prepare a surface and paint it to a finished standard in two media, with edges a customer would accept."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-23,6–8,Builder,Materials Maker,Paint,"Paint a real piece using proper technique, with a checker.","Prepare a surface and paint it to a finished standard in two media, with edges a customer would accept."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-24,9–10,Practitioner,Materials Maker,Paint,"Paint a real finished piece competently, on your own.","Prepare a surface and paint it to a finished standard in two media, with edges a customer would accept."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-25,11–12,Lead,Materials Maker,Paint,Teach someone else a real painting technique or method.,"Prepare a surface and paint it to a finished standard in two media, with edges a customer would accept."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-26,K–2,Explorer,Materials Maker,Print,"Make a simple print with a stamp, with an adult.",Cut or expose a block or screen and pull a consistent edition of ten prints.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-27,3–5,Explorer,Materials Maker,Print,"Make a real simple print using a basic method, with an adult's help.",Cut or expose a block or screen and pull a consistent edition of ten prints.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-28,6–8,Builder,Materials Maker,Print,"Make a real print using a proper printmaking method, with a checker.",Cut or expose a block or screen and pull a consistent edition of ten prints.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-29,9–10,Practitioner,Materials Maker,Print,"Create a real finished print using a printmaking method, on your own.",Cut or expose a block or screen and pull a consistent edition of ten prints.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-30,11–12,Lead,Materials Maker,Print,Teach someone else a real printmaking technique from start to finish.,Cut or expose a block or screen and pull a consistent edition of ten prints.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-31,K–2,Explorer,Materials Maker,Glass and mosaic,"Arrange small colored pieces into a pattern, with an adult.",Cut glass or tile safely and set a small mosaic or leaded panel that holds together.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-32,3–5,Explorer,Materials Maker,Glass and mosaic,"Make a simple mosaic pattern, with an adult's help.",Cut glass or tile safely and set a small mosaic or leaded panel that holds together.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-33,6–8,Builder,Materials Maker,Glass and mosaic,"Make a real mosaic or glass piece safely, with a checker.",Cut glass or tile safely and set a small mosaic or leaded panel that holds together.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-34,9–10,Practitioner,Materials Maker,Glass and mosaic,"Make a real finished mosaic or glass piece competently, on your own.",Cut glass or tile safely and set a small mosaic or leaded panel that holds together.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-35,11–12,Lead,Materials Maker,Glass and mosaic,Teach someone else real safe technique for working with glass or mosaic.,Cut glass or tile safely and set a small mosaic or leaded panel that holds together.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-36,K–2,Explorer,Materials Maker,Found and reclaimed,"Make something from things you found outside, with an adult.","Make a finished piece from reclaimed material, documenting the source and the transformation."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-37,3–5,Explorer,Materials Maker,Found and reclaimed,"Make a real object from found materials, with an adult's help.","Make a finished piece from reclaimed material, documenting the source and the transformation."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-38,6–8,Builder,Materials Maker,Found and reclaimed,"Make a real piece using found or reclaimed materials well, with a checker.","Make a finished piece from reclaimed material, documenting the source and the transformation."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-39,9–10,Practitioner,Materials Maker,Found and reclaimed,"Create a real finished piece from found or reclaimed materials, on your own.","Make a finished piece from reclaimed material, documenting the source and the transformation."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-40,11–12,Lead,Materials Maker,Found and reclaimed,Teach someone else how to see and use real found materials well.,"Make a finished piece from reclaimed material, documenting the source and the transformation."
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-41,K–2,Explorer,Materials Maker,Tools and their care,"Clean a tool after using it, with an adult.",Sharpen an edge tool to working sharpness and demonstrate the safe use and storage of five shop tools.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-42,3–5,Explorer,Materials Maker,Tools and their care,"Clean and store a real craft tool properly, with an adult's help.",Sharpen an edge tool to working sharpness and demonstrate the safe use and storage of five shop tools.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-43,6–8,Builder,Materials Maker,Tools and their care,"Maintain real craft tools correctly, with a checker.",Sharpen an edge tool to working sharpness and demonstrate the safe use and storage of five shop tools.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-44,9–10,Practitioner,Materials Maker,Tools and their care,"Maintain your own real set of craft tools properly, on your own.",Sharpen an edge tool to working sharpness and demonstrate the safe use and storage of five shop tools.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-45,11–12,Lead,Materials Maker,Tools and their care,Teach someone else a real tool-care routine for craft tools.,Sharpen an edge tool to working sharpness and demonstrate the safe use and storage of five shop tools.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-46,K–2,Explorer,Materials Maker,Finishing,Add a final touch to a project with an adult's help.,Take an unfinished object to a sellable finish and have a maker or buyer judge it ready.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-47,3–5,Explorer,Materials Maker,Finishing,"Finish a real project to a neat standard, with an adult's help.",Take an unfinished object to a sellable finish and have a maker or buyer judge it ready.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-48,6–8,Builder,Materials Maker,Finishing,"Finish a real piece to a professional standard, with a checker.",Take an unfinished object to a sellable finish and have a maker or buyer judge it ready.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-49,9–10,Practitioner,Materials Maker,Finishing,"Finish a real piece to a professional standard, on your own.",Take an unfinished object to a sellable finish and have a maker or buyer judge it ready.
Arts & Craft Trades : Louisiana Makers,"Materials: clay, wood, metal, textile, paint",MT-50,11–12,Lead,Materials Maker,Finishing,Teach someone else the real techniques for a professional finish.,Take an unfinished object to a sellable finish and have a maker or buyer judge it ready.
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-1,K–2,Explorer,Tradition Bearer Apprentice,Beadwork and the suit,"String a few beads onto a thread, with an adult.","Complete a small beaded patch with a clean stitch and a finished edge, and describe the tradition's protocols as its keepers state them."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-2,3–5,Explorer,Tradition Bearer Apprentice,Beadwork and the suit,"Make a simple beaded pattern, with an adult's help.","Complete a small beaded patch with a clean stitch and a finished edge, and describe the tradition's protocols as its keepers state them."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-3,6–8,Builder,Tradition Bearer Apprentice,Beadwork and the suit,"Bead a real small pattern using a traditional method, with a checker.","Complete a small beaded patch with a clean stitch and a finished edge, and describe the tradition's protocols as its keepers state them."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-4,9–10,Practitioner,Tradition Bearer Apprentice,Beadwork and the suit,"Bead a real piece using traditional technique competently, on your own.","Complete a small beaded patch with a clean stitch and a finished edge, and describe the tradition's protocols as its keepers state them."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-5,11–12,Lead,Tradition Bearer Apprentice,Beadwork and the suit,Teach someone else the real traditional beadwork technique for a suit.,"Complete a small beaded patch with a clean stitch and a finished edge, and describe the tradition's protocols as its keepers state them."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-6,K–2,Explorer,Tradition Bearer Apprentice,Float building,"Decorate a small box to look like a float, with an adult.","Build a papier-mâché or foam prop figure to a design, painted and finished for a parade or display."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-7,3–5,Explorer,Tradition Bearer Apprentice,Float building,"Build a simple model float, with an adult's help.","Build a papier-mâché or foam prop figure to a design, painted and finished for a parade or display."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-8,6–8,Builder,Tradition Bearer Apprentice,Float building,"Build a real small float model using real techniques, with a checker.","Build a papier-mâché or foam prop figure to a design, painted and finished for a parade or display."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-9,9–10,Practitioner,Tradition Bearer Apprentice,Float building,"Contribute real work to an actual float build, on your own.","Build a papier-mâché or foam prop figure to a design, painted and finished for a parade or display."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-10,11–12,Lead,Tradition Bearer Apprentice,Float building,Teach someone else a real technique used in Louisiana float building.,"Build a papier-mâché or foam prop figure to a design, painted and finished for a parade or display."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-11,K–2,Explorer,Tradition Bearer Apprentice,Ironwork,Watch an adult show you a piece of decorative iron.,"Form a scroll or simple bracket in metal, cold or hot under supervision, matching a traditional pattern."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-12,3–5,Explorer,Tradition Bearer Apprentice,Ironwork,"Draw a simple ironwork pattern, with an adult's help.","Form a scroll or simple bracket in metal, cold or hot under supervision, matching a traditional pattern."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-13,6–8,Builder,Tradition Bearer Apprentice,Ironwork,"Identify a real ironwork technique and its use, with a checker.","Form a scroll or simple bracket in metal, cold or hot under supervision, matching a traditional pattern."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-14,9–10,Practitioner,Tradition Bearer Apprentice,Ironwork,"Explain or attempt a real basic ironwork technique, on your own.","Form a scroll or simple bracket in metal, cold or hot under supervision, matching a traditional pattern."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-15,11–12,Lead,Tradition Bearer Apprentice,Ironwork,Teach someone else about a real traditional Louisiana ironwork style.,"Form a scroll or simple bracket in metal, cold or hot under supervision, matching a traditional pattern."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-16,K–2,Explorer,Tradition Bearer Apprentice,Basketry,"Weave a simple pattern with strips of paper, with an adult.","Weave a small basket in one traditional technique, naming the tradition and the people it belongs to."
Arts & Craft Trades : Louisiana Makers,Louisiana traditions: the crafts of the state,LT-17,3–5,Explorer,Tradition Bearer Apprentice,Basketry,"Weave a simple basket shape, with an adult's help.","Weave a small basket in one traditional technique, naming the tradition and the people it belongs to."
