pack,track,code,grade,level,credential,theme,description,transfer_check
Transport & Mobility,Moving through the city without a car,TM-20,11–12,Lead,City Navigator,The last mile,Advise someone else on solving the real last-mile problem for their trip.,"Solve one real last-mile problem two different ways and compare them on time, cost and safety."
Transport & Mobility,Moving through the city without a car,TM-21,K–2,Explorer,City Navigator,"Travelling with wheels, bags and small people","Help carry something on a bus trip, with an adult.","Plan a fully step-free journey on a real network for a named passenger with a mobility constraint, verifying each link's accessibility."
Transport & Mobility,Moving through the city without a car,TM-22,3–5,Explorer,City Navigator,"Travelling with wheels, bags and small people","Learn how to manage bags on a real transit trip, with an adult's help.","Plan a fully step-free journey on a real network for a named passenger with a mobility constraint, verifying each link's accessibility."
Transport & Mobility,Moving through the city without a car,TM-23,6–8,Builder,City Navigator,"Travelling with wheels, bags and small people","Plan a real trip with extra gear like bags or a stroller, with a checker.","Plan a fully step-free journey on a real network for a named passenger with a mobility constraint, verifying each link's accessibility."
Transport & Mobility,Moving through the city without a car,TM-24,9–10,Practitioner,City Navigator,"Travelling with wheels, bags and small people","Manage a real complex trip with wheels, bags or children, on your own.","Plan a fully step-free journey on a real network for a named passenger with a mobility constraint, verifying each link's accessibility."
Transport & Mobility,Moving through the city without a car,TM-25,11–12,Lead,City Navigator,"Travelling with wheels, bags and small people",Advise someone else on travelling with real extra gear or dependents.,"Plan a fully step-free journey on a real network for a named passenger with a mobility constraint, verifying each link's accessibility."
Transport & Mobility,Moving through the city without a car,TM-26,K–2,Explorer,City Navigator,Night travel and the safety calculus,Stay close to an adult when travelling at night.,"Plan a late-night journey home from a real venue with a primary and a fallback, and state the safety reasoning for each choice."
Transport & Mobility,Moving through the city without a car,TM-27,3–5,Explorer,City Navigator,Night travel and the safety calculus,"Learn one safety tip for real travel after dark, with an adult's help.","Plan a late-night journey home from a real venue with a primary and a fallback, and state the safety reasoning for each choice."
Transport & Mobility,Moving through the city without a car,TM-28,6–8,Builder,City Navigator,Night travel and the safety calculus,"Assess a real night travel route for real safety, with a checker.","Plan a late-night journey home from a real venue with a primary and a fallback, and state the safety reasoning for each choice."
Transport & Mobility,Moving through the city without a car,TM-29,9–10,Practitioner,City Navigator,Night travel and the safety calculus,"Plan your own real night travel with a real safety calculation, on your own.","Plan a late-night journey home from a real venue with a primary and a fallback, and state the safety reasoning for each choice."
Transport & Mobility,Moving through the city without a car,TM-30,11–12,Lead,City Navigator,Night travel and the safety calculus,Advise someone else on the real safety calculus for travelling at night.,"Plan a late-night journey home from a real venue with a primary and a fallback, and state the safety reasoning for each choice."
Transport & Mobility,Moving through the city without a car,TM-31,K–2,Explorer,City Navigator,When the service falls over,Stay with an adult if a bus doesn't come.,"Given a real or staged disruption, produce a reroute within ten minutes and file (or fully draft) the refund claim the rules allow."
Transport & Mobility,Moving through the city without a car,TM-32,3–5,Explorer,City Navigator,When the service falls over,"Know one backup plan if real transit is disrupted, with an adult's help.","Given a real or staged disruption, produce a reroute within ten minutes and file (or fully draft) the refund claim the rules allow."
Transport & Mobility,Moving through the city without a car,TM-33,6–8,Builder,City Navigator,When the service falls over,"Plan a real backup route when service is disrupted, with a checker.","Given a real or staged disruption, produce a reroute within ten minutes and file (or fully draft) the refund claim the rules allow."
Transport & Mobility,Moving through the city without a car,TM-34,9–10,Practitioner,City Navigator,When the service falls over,"Handle a real service disruption on your own, with a backup plan.","Given a real or staged disruption, produce a reroute within ten minutes and file (or fully draft) the refund claim the rules allow."
Transport & Mobility,Moving through the city without a car,TM-35,11–12,Lead,City Navigator,When the service falls over,Teach someone else how to plan for a real transit service failure.,"Given a real or staged disruption, produce a reroute within ten minutes and file (or fully draft) the refund claim the rules allow."
Transport & Mobility,Moving through the city without a car,TM-36,K–2,Explorer,City Navigator,"Intercity: coach, rail and the booking game",Ask an adult how you'd travel to a faraway city.,Price one real intercity trip three ways at two booking horizons and document the cheapest defensible combination.
Transport & Mobility,Moving through the city without a car,TM-37,3–5,Explorer,City Navigator,"Intercity: coach, rail and the booking game","Learn about a real coach or train option between cities, with an adult.",Price one real intercity trip three ways at two booking horizons and document the cheapest defensible combination.
Transport & Mobility,Moving through the city without a car,TM-38,6–8,Builder,City Navigator,"Intercity: coach, rail and the booking game","Compare real intercity travel options and booking strategies, with a checker.",Price one real intercity trip three ways at two booking horizons and document the cheapest defensible combination.
Transport & Mobility,Moving through the city without a car,TM-39,9–10,Practitioner,City Navigator,"Intercity: coach, rail and the booking game","Book a real intercity trip strategically for the best price, on your own.",Price one real intercity trip three ways at two booking horizons and document the cheapest defensible combination.
Transport & Mobility,Moving through the city without a car,TM-40,11–12,Lead,City Navigator,"Intercity: coach, rail and the booking game",Advise someone else on the real booking game for intercity travel.,Price one real intercity trip three ways at two booking horizons and document the cheapest defensible combination.
Transport & Mobility,Moving through the city without a car,TM-41,K–2,Explorer,City Navigator,"Taxis, rideshare and the meter",Ask an adult how a taxi charges for a ride.,"Estimate a real taxi/rideshare fare before booking, compare the actual, and verify the vehicle and driver checks you should always make."
Transport & Mobility,Moving through the city without a car,TM-42,3–5,Explorer,City Navigator,"Taxis, rideshare and the meter","Learn how a real taxi or rideshare fare is calculated, with an adult.","Estimate a real taxi/rideshare fare before booking, compare the actual, and verify the vehicle and driver checks you should always make."
Transport & Mobility,Moving through the city without a car,TM-43,6–8,Builder,City Navigator,"Taxis, rideshare and the meter","Compare a real taxi and rideshare fare for the same trip, with a checker.","Estimate a real taxi/rideshare fare before booking, compare the actual, and verify the vehicle and driver checks you should always make."
Transport & Mobility,Moving through the city without a car,TM-44,9–10,Practitioner,City Navigator,"Taxis, rideshare and the meter","Choose the real most cost-effective option between taxi and rideshare, on your own.","Estimate a real taxi/rideshare fare before booking, compare the actual, and verify the vehicle and driver checks you should always make."
Transport & Mobility,Moving through the city without a car,TM-45,11–12,Lead,City Navigator,"Taxis, rideshare and the meter",Explain to someone else how real taxi and rideshare pricing actually works.,"Estimate a real taxi/rideshare fare before booking, compare the actual, and verify the vehicle and driver checks you should always make."
Transport & Mobility,Moving through the city without a car,TM-46,K–2,Explorer,City Navigator,Your personal mobility budget,"Help count how much a family spends getting around, with an adult.","Log every journey for one week with time and cost, then redesign your default mode for one regular trip and trial it."
Transport & Mobility,Moving through the city without a car,TM-47,3–5,Explorer,City Navigator,Your personal mobility budget,"Help track real transport spending for a week, with an adult's help.","Log every journey for one week with time and cost, then redesign your default mode for one regular trip and trial it."
Transport & Mobility,Moving through the city without a car,TM-48,6–8,Builder,City Navigator,Your personal mobility budget,"Build a real personal mobility budget, with a checker.","Log every journey for one week with time and cost, then redesign your default mode for one regular trip and trial it."
Transport & Mobility,Moving through the city without a car,TM-49,9–10,Practitioner,City Navigator,Your personal mobility budget,"Manage your own real mobility budget across trip types, on your own.","Log every journey for one week with time and cost, then redesign your default mode for one regular trip and trial it."
Transport & Mobility,Moving through the city without a car,TM-50,11–12,Lead,City Navigator,Your personal mobility budget,Advise someone else on building a real workable personal mobility budget.,"Log every journey for one week with time and cost, then redesign your default mode for one regular trip and trial it."
Transport & Mobility,The bicycle and its cousins,BK-1,K–2,Explorer,Rider Mechanic,The machine under you,"Point at the wheels and pedals of a bike, with an adult.","Identify every major component on a real bike and classify five common faults as ride-on, fix-first or walk-home."
Transport & Mobility,The bicycle and its cousins,BK-2,3–5,Explorer,Rider Mechanic,The machine under you,"Name the real main parts of a real bicycle, with an adult's help.","Identify every major component on a real bike and classify five common faults as ride-on, fix-first or walk-home."
Transport & Mobility,The bicycle and its cousins,BK-3,6–8,Builder,Rider Mechanic,The machine under you,"Identify a real bicycle's key parts and their function, with a checker.","Identify every major component on a real bike and classify five common faults as ride-on, fix-first or walk-home."
Transport & Mobility,The bicycle and its cousins,BK-4,9–10,Practitioner,Rider Mechanic,The machine under you,"Explain how a real bicycle's parts work together, on your own.","Identify every major component on a real bike and classify five common faults as ride-on, fix-first or walk-home."
Transport & Mobility,The bicycle and its cousins,BK-5,11–12,Lead,Rider Mechanic,The machine under you,Teach someone else the real mechanics of how a bicycle actually works.,"Identify every major component on a real bike and classify five common faults as ride-on, fix-first or walk-home."
Transport & Mobility,The bicycle and its cousins,BK-6,K–2,Explorer,Rider Mechanic,The M-check before you roll,Watch an adult check a bike before riding.,"Perform a full M-check on a real bike, find the planted or genuine fault, and fix or flag it correctly."
Transport & Mobility,The bicycle and its cousins,BK-7,3–5,Explorer,Rider Mechanic,The M-check before you roll,"Check a real bike's tyres and brakes before riding, with an adult.","Perform a full M-check on a real bike, find the planted or genuine fault, and fix or flag it correctly."
Transport & Mobility,The bicycle and its cousins,BK-8,6–8,Builder,Rider Mechanic,The M-check before you roll,"Perform a real M-check on a bicycle before riding, with a checker.","Perform a full M-check on a real bike, find the planted or genuine fault, and fix or flag it correctly."
Transport & Mobility,The bicycle and its cousins,BK-9,9–10,Practitioner,Rider Mechanic,The M-check before you roll,Perform a real full M-check on your own bike before every ride.,"Perform a full M-check on a real bike, find the planted or genuine fault, and fix or flag it correctly."
Transport & Mobility,The bicycle and its cousins,BK-10,11–12,Lead,Rider Mechanic,The M-check before you roll,Teach someone else how to perform a real M-check correctly.,"Perform a full M-check on a real bike, find the planted or genuine fault, and fix or flag it correctly."
Transport & Mobility,The bicycle and its cousins,BK-11,K–2,Explorer,Rider Mechanic,Fixing the flat,Watch an adult fix a flat bike tyre and ask questions.,"Repair a real puncture end to end, including finding what caused it, and ride the result."
Transport & Mobility,The bicycle and its cousins,BK-12,3–5,Explorer,Rider Mechanic,Fixing the flat,"Learn one step of fixing a real flat tyre, with an adult's help.","Repair a real puncture end to end, including finding what caused it, and ride the result."
Transport & Mobility,The bicycle and its cousins,BK-13,6–8,Builder,Rider Mechanic,Fixing the flat,"Fix a real flat bicycle tyre, with a checker.","Repair a real puncture end to end, including finding what caused it, and ride the result."
Transport & Mobility,The bicycle and its cousins,BK-14,9–10,Practitioner,Rider Mechanic,Fixing the flat,"Fix a real flat bicycle tyre on your own, start to finish.","Repair a real puncture end to end, including finding what caused it, and ride the result."
Transport & Mobility,The bicycle and its cousins,BK-15,11–12,Lead,Rider Mechanic,Fixing the flat,Teach someone else how to fix a real flat tyre from start to finish.,"Repair a real puncture end to end, including finding what caused it, and ride the result."
Transport & Mobility,The bicycle and its cousins,BK-16,K–2,Explorer,Rider Mechanic,Brakes and gears that actually work,"Squeeze the brakes on a bike gently, with an adult.",Adjust the brakes and index the gears on a real bike until both pass a named performance test.
Transport & Mobility,The bicycle and its cousins,BK-17,3–5,Explorer,Rider Mechanic,Brakes and gears that actually work,"Check that real brakes and gears work properly, with an adult's help.",Adjust the brakes and index the gears on a real bike until both pass a named performance test.
Transport & Mobility,The bicycle and its cousins,BK-18,6–8,Builder,Rider Mechanic,Brakes and gears that actually work,"Adjust a real bicycle's brakes or gears, with a checker.",Adjust the brakes and index the gears on a real bike until both pass a named performance test.
Transport & Mobility,The bicycle and its cousins,BK-19,9–10,Practitioner,Rider Mechanic,Brakes and gears that actually work,"Maintain your own real bicycle's brakes and gears, on your own.",Adjust the brakes and index the gears on a real bike until both pass a named performance test.
Transport & Mobility,The bicycle and its cousins,BK-20,11–12,Lead,Rider Mechanic,Brakes and gears that actually work,Teach someone else how to keep real brakes and gears working well.,Adjust the brakes and index the gears on a real bike until both pass a named performance test.
Transport & Mobility,The bicycle and its cousins,BK-21,K–2,Explorer,Rider Mechanic,Riding in traffic,Ride a bike only where an adult says it's safe.,"Ride (or walk-and-narrate) a real urban route, calling out position choices and the two highest-risk conflict points."
Transport & Mobility,The bicycle and its cousins,BK-22,3–5,Explorer,Rider Mechanic,Riding in traffic,"Learn one real traffic safety rule for riding, with an adult's help.","Ride (or walk-and-narrate) a real urban route, calling out position choices and the two highest-risk conflict points."
Transport & Mobility,The bicycle and its cousins,BK-23,6–8,Builder,Rider Mechanic,Riding in traffic,"Ride a real bicycle safely in real traffic, with a checker.","Ride (or walk-and-narrate) a real urban route, calling out position choices and the two highest-risk conflict points."
Transport & Mobility,The bicycle and its cousins,BK-24,9–10,Practitioner,Rider Mechanic,Riding in traffic,"Ride a real bicycle safely and confidently in real traffic, on your own.","Ride (or walk-and-narrate) a real urban route, calling out position choices and the two highest-risk conflict points."
Transport & Mobility,The bicycle and its cousins,BK-25,11–12,Lead,Rider Mechanic,Riding in traffic,"Teach someone else safe, confident real riding technique in traffic.","Ride (or walk-and-narrate) a real urban route, calling out position choices and the two highest-risk conflict points."
Transport & Mobility,The bicycle and its cousins,BK-26,K–2,Explorer,Rider Mechanic,"Locks, theft and keeping the bike",Watch an adult lock up a bike properly and ask why.,"Lock a real bike correctly in a public rack, register its frame number, and critique three locking jobs you find nearby."
Transport & Mobility,The bicycle and its cousins,BK-27,3–5,Explorer,Rider Mechanic,"Locks, theft and keeping the bike","Learn one real way to lock a bike securely, with an adult's help.","Lock a real bike correctly in a public rack, register its frame number, and critique three locking jobs you find nearby."
Transport & Mobility,The bicycle and its cousins,BK-28,6–8,Builder,Rider Mechanic,"Locks, theft and keeping the bike","Lock a real bicycle securely against real theft, with a checker.","Lock a real bike correctly in a public rack, register its frame number, and critique three locking jobs you find nearby."
Transport & Mobility,The bicycle and its cousins,BK-29,9–10,Practitioner,Rider Mechanic,"Locks, theft and keeping the bike","Secure your own real bicycle properly every time, on your own.","Lock a real bike correctly in a public rack, register its frame number, and critique three locking jobs you find nearby."
Transport & Mobility,The bicycle and its cousins,BK-30,11–12,Lead,Rider Mechanic,"Locks, theft and keeping the bike",Teach someone else the real best practices to prevent bicycle theft.,"Lock a real bike correctly in a public rack, register its frame number, and critique three locking jobs you find nearby."
Transport & Mobility,The bicycle and its cousins,BK-31,K–2,Explorer,Rider Mechanic,Carrying things and people,Watch an adult carry something on a bike safely.,"Complete a real shopping or school-run trip by bike with the load properly mounted, and report what worked and what shifted."
Transport & Mobility,The bicycle and its cousins,BK-32,3–5,Explorer,Rider Mechanic,Carrying things and people,"Learn a real safe way to carry something on a bike, with an adult.","Complete a real shopping or school-run trip by bike with the load properly mounted, and report what worked and what shifted."
Transport & Mobility,The bicycle and its cousins,BK-33,6–8,Builder,Rider Mechanic,Carrying things and people,"Carry a real load safely on a bicycle, with a checker.","Complete a real shopping or school-run trip by bike with the load properly mounted, and report what worked and what shifted."
Transport & Mobility,The bicycle and its cousins,BK-34,9–10,Practitioner,Rider Mechanic,Carrying things and people,"Carry real cargo or a passenger safely on a bicycle, on your own.","Complete a real shopping or school-run trip by bike with the load properly mounted, and report what worked and what shifted."
Transport & Mobility,The bicycle and its cousins,BK-35,11–12,Lead,Rider Mechanic,Carrying things and people,Teach someone else how to safely carry real cargo or passengers by bike.,"Complete a real shopping or school-run trip by bike with the load properly mounted, and report what worked and what shifted."
Transport & Mobility,The bicycle and its cousins,BK-36,K–2,Explorer,Rider Mechanic,The electric assist,Ask an adult how an electric bike is different.,"For one real e-vehicle, state its legal class and rules where you live, and demonstrate or describe its safe charging setup."
Transport & Mobility,The bicycle and its cousins,BK-37,3–5,Explorer,Rider Mechanic,The electric assist,"Learn what a real electric assist does on a bike, with an adult.","For one real e-vehicle, state its legal class and rules where you live, and demonstrate or describe its safe charging setup."
Transport & Mobility,The bicycle and its cousins,BK-38,6–8,Builder,Rider Mechanic,The electric assist,"Explain how a real e-bike's assist works, with a checker.","For one real e-vehicle, state its legal class and rules where you live, and demonstrate or describe its safe charging setup."
Transport & Mobility,The bicycle and its cousins,BK-39,9–10,Practitioner,Rider Mechanic,The electric assist,"Evaluate a real e-bike as an option for your own travel, on your own.","For one real e-vehicle, state its legal class and rules where you live, and demonstrate or describe its safe charging setup."
Transport & Mobility,The bicycle and its cousins,BK-40,11–12,Lead,Rider Mechanic,The electric assist,Explain to someone else the real trade-offs of an electric-assist bicycle.,"For one real e-vehicle, state its legal class and rules where you live, and demonstrate or describe its safe charging setup."
Transport & Mobility,The bicycle and its cousins,BK-41,K–2,Explorer,Rider Mechanic,"Weather, night and the visible rider","Wear bright colours when riding, with an adult.","Equip a real bike for legal, effective night riding and demonstrate the visibility difference from a driver's viewpoint."
Transport & Mobility,The bicycle and its cousins,BK-42,3–5,Explorer,Rider Mechanic,"Weather, night and the visible rider","Learn one way to be seen while riding, with an adult's help.","Equip a real bike for legal, effective night riding and demonstrate the visibility difference from a driver's viewpoint."
Transport & Mobility,The bicycle and its cousins,BK-43,6–8,Builder,Rider Mechanic,"Weather, night and the visible rider","Prepare a real bicycle and rider to be visible in bad conditions, with a checker.","Equip a real bike for legal, effective night riding and demonstrate the visibility difference from a driver's viewpoint."
Transport & Mobility,The bicycle and its cousins,BK-44,9–10,Practitioner,Rider Mechanic,"Weather, night and the visible rider","Prepare your own real bike and gear for weather and night riding, on your own.","Equip a real bike for legal, effective night riding and demonstrate the visibility difference from a driver's viewpoint."
Transport & Mobility,The bicycle and its cousins,BK-45,11–12,Lead,Rider Mechanic,"Weather, night and the visible rider",Teach someone else how to stay visible in real bad weather or night riding.,"Equip a real bike for legal, effective night riding and demonstrate the visibility difference from a driver's viewpoint."
Transport & Mobility,The bicycle and its cousins,BK-46,K–2,Explorer,Rider Mechanic,The service schedule,Watch an adult clean and oil a bike chain.,"Write and begin the twelve-month maintenance plan for a real bike, performing this month's items yourself."
Transport & Mobility,The bicycle and its cousins,BK-47,3–5,Explorer,Rider Mechanic,The service schedule,"Learn one real bike maintenance task, with an adult's help.","Write and begin the twelve-month maintenance plan for a real bike, performing this month's items yourself."
Transport & Mobility,The bicycle and its cousins,BK-48,6–8,Builder,Rider Mechanic,The service schedule,"Follow a real bicycle maintenance schedule, with a checker.","Write and begin the twelve-month maintenance plan for a real bike, performing this month's items yourself."
Transport & Mobility,The bicycle and its cousins,BK-49,9–10,Practitioner,Rider Mechanic,The service schedule,"Maintain your own real bicycle on a proper schedule, on your own.","Write and begin the twelve-month maintenance plan for a real bike, performing this month's items yourself."
Transport & Mobility,The bicycle and its cousins,BK-50,11–12,Lead,Rider Mechanic,The service schedule,Teach someone else a real bicycle maintenance schedule that actually works.,"Write and begin the twelve-month maintenance plan for a real bike, performing this month's items yourself."
Transport & Mobility,"The car: owning, running, letting go",CR-1,K–2,Explorer,Car Custodian,What a car really costs,Ask an adult if a car costs more than just the price tag.,Compute the honest annual cost of one real car (or a planned one) and its cost per kilometre against the alternatives.
Transport & Mobility,"The car: owning, running, letting go",CR-2,3–5,Explorer,Car Custodian,What a car really costs,"Learn one real hidden cost of owning a car, with an adult's help.",Compute the honest annual cost of one real car (or a planned one) and its cost per kilometre against the alternatives.
Transport & Mobility,"The car: owning, running, letting go",CR-3,6–8,Builder,Car Custodian,What a car really costs,"Identify a real full cost of car ownership beyond the price, with a checker.",Compute the honest annual cost of one real car (or a planned one) and its cost per kilometre against the alternatives.
Transport & Mobility,"The car: owning, running, letting go",CR-4,9–10,Practitioner,Car Custodian,What a car really costs,"Calculate a real full cost of owning a car, on your own.",Compute the honest annual cost of one real car (or a planned one) and its cost per kilometre against the alternatives.
Transport & Mobility,"The car: owning, running, letting go",CR-5,11–12,Lead,Car Custodian,What a car really costs,Explain to someone else the real full cost of car ownership over time.,Compute the honest annual cost of one real car (or a planned one) and its cost per kilometre against the alternatives.
Transport & Mobility,"The car: owning, running, letting go",CR-6,K–2,Explorer,Car Custodian,Buying used without being had,Ask an adult what to check before buying a used toy.,"Run a full pre-purchase inspection on a real used car (or an accompanied case), including its documented history, and deliver a buy/walk verdict."
Transport & Mobility,"The car: owning, running, letting go",CR-7,3–5,Explorer,Car Custodian,Buying used without being had,"Learn one thing to check on a real used item before buying, with an adult.","Run a full pre-purchase inspection on a real used car (or an accompanied case), including its documented history, and deliver a buy/walk verdict."
Transport & Mobility,"The car: owning, running, letting go",CR-8,6–8,Builder,Car Custodian,Buying used without being had,"Identify a real red flag when buying a real used car, with a checker.","Run a full pre-purchase inspection on a real used car (or an accompanied case), including its documented history, and deliver a buy/walk verdict."
Transport & Mobility,"The car: owning, running, letting go",CR-9,9–10,Practitioner,Car Custodian,Buying used without being had,"Evaluate a real used car purchase carefully, on your own.","Run a full pre-purchase inspection on a real used car (or an accompanied case), including its documented history, and deliver a buy/walk verdict."
Transport & Mobility,"The car: owning, running, letting go",CR-10,11–12,Lead,Car Custodian,Buying used without being had,Teach someone else how to buy a real used car without being taken advantage of.,"Run a full pre-purchase inspection on a real used car (or an accompanied case), including its documented history, and deliver a buy/walk verdict."
Transport & Mobility,"The car: owning, running, letting go",CR-11,K–2,Explorer,Car Custodian,The fluids and the five-minute check,Watch an adult check the oil in a car and ask why.,Perform the complete fluid-and-tyre check on a real car and correct or top up at least one item found low.
Transport & Mobility,"The car: owning, running, letting go",CR-12,3–5,Explorer,Car Custodian,The fluids and the five-minute check,"Learn one real fluid a car needs checked, with an adult's help.",Perform the complete fluid-and-tyre check on a real car and correct or top up at least one item found low.
Transport & Mobility,"The car: owning, running, letting go",CR-13,6–8,Builder,Car Custodian,The fluids and the five-minute check,"Perform a real five-minute fluid check on a car, with a checker.",Perform the complete fluid-and-tyre check on a real car and correct or top up at least one item found low.
Transport & Mobility,"The car: owning, running, letting go",CR-14,9–10,Practitioner,Car Custodian,The fluids and the five-minute check,"Perform a real five-minute fluid check on your own car, on your own.",Perform the complete fluid-and-tyre check on a real car and correct or top up at least one item found low.
Transport & Mobility,"The car: owning, running, letting go",CR-15,11–12,Lead,Car Custodian,The fluids and the five-minute check,Teach someone else how to perform a real quick fluid check.,Perform the complete fluid-and-tyre check on a real car and correct or top up at least one item found low.
Transport & Mobility,"The car: owning, running, letting go",CR-16,K–2,Explorer,Car Custodian,Tyres: the only part touching the road,Look at a car's tyres with an adult and ask why they matter.,"Measure pressure and tread on all tyres of a real car, adjust to specification, and judge each tyre's remaining life."
Transport & Mobility,"The car: owning, running, letting go",CR-17,3–5,Explorer,Car Custodian,Tyres: the only part touching the road,"Learn one real thing to check about a tyre, with an adult's help.","Measure pressure and tread on all tyres of a real car, adjust to specification, and judge each tyre's remaining life."
Transport & Mobility,"The car: owning, running, letting go",CR-18,6–8,Builder,Car Custodian,Tyres: the only part touching the road,"Check real tyre tread and pressure correctly, with a checker.","Measure pressure and tread on all tyres of a real car, adjust to specification, and judge each tyre's remaining life."
Transport & Mobility,"The car: owning, running, letting go",CR-19,9–10,Practitioner,Car Custodian,Tyres: the only part touching the road,"Check and maintain real tyres on your own vehicle, on your own.","Measure pressure and tread on all tyres of a real car, adjust to specification, and judge each tyre's remaining life."
Transport & Mobility,"The car: owning, running, letting go",CR-20,11–12,Lead,Car Custodian,Tyres: the only part touching the road,Teach someone else why real tyres are the only part touching the road.,"Measure pressure and tread on all tyres of a real car, adjust to specification, and judge each tyre's remaining life."
Transport & Mobility,"The car: owning, running, letting go",CR-21,K–2,Explorer,Car Custodian,Warning lights and the sounds of trouble,Ask an adult what a light on the car dashboard means.,"Classify ten real warning lights by urgency from the handbook, and write one fault description a garage could diagnose from."
Transport & Mobility,"The car: owning, running, letting go",CR-22,3–5,Explorer,Car Custodian,Warning lights and the sounds of trouble,"Learn one real dashboard warning light, with an adult's help.","Classify ten real warning lights by urgency from the handbook, and write one fault description a garage could diagnose from."
Transport & Mobility,"The car: owning, running, letting go",CR-23,6–8,Builder,Car Custodian,Warning lights and the sounds of trouble,"Identify a real dashboard warning light and its meaning, with a checker.","Classify ten real warning lights by urgency from the handbook, and write one fault description a garage could diagnose from."
Transport & Mobility,"The car: owning, running, letting go",CR-24,9–10,Practitioner,Car Custodian,Warning lights and the sounds of trouble,"Diagnose a real warning light or sound and respond appropriately, on your own.","Classify ten real warning lights by urgency from the handbook, and write one fault description a garage could diagnose from."
