pack,track,code,grade,level,credential,theme,description,transfer_check
K–12,,,8,,Motion Analyst,Linear Motion Models,,Write and solve a linear model and a system on a novel sweep
K–12,,,8,,Function Analyst,Servo Sweep Functions,,Interpret rate and initial value of a novel function in context
K–12,,,8,,Reach Analyst,Coordinate Robots II & Pythagorean Reach,,Transformation sequence and Pythagorean reach on a novel arm
K–12,,,8,,Field Technician (Applied Mechanics complete),"Circuits, Relays & Sensors II",,Bivariate data interpretation and a relay fault diagnosis
K–12,,,8,,Bridge: Cleared Trainee,Summer Bridge 8→9: Terminal Onboarding Camp,,Safety-gate sign-off; linear system solved on a novel line
K–12,,,9,,Cleared Trainee,Terminal Onboarding & Linear Models,,Safety-gate sign-off; linear model of a novel belt with units justified
K–12,,,9,,Controls Specialist I,Linear Systems & Control,,System of equations and inequalities on a novel line; graph and interpret
K–12,,,9,,Motion Modeler,Functions of Motion,,Interpret and build functions for a novel motion profile
K–12,,,9,,Systems Programmer I,Statistics & the Controller Patch,,Code review passed; line of fit and correlation interpreted on a novel data set
K–12,,,9,,Bridge: Twin Calibrator,Summer Bridge 9→10: Twin Summer Lab,,Scale factor found on a novel twin; SPC chart read
K–12,,,10,,Twin Calibrator I,Scale the Twin,,Congruence and similarity proof on a novel rig; scale factor from two lengths
K–12,,,10,,Twin Calibrator · Kinematics Lead,The Calcasieu Assembly Calibration,,Similarity and right-triangle trigonometry on a novel arm with new stroke lengths
K–12,,,10,,Reach Diagnostician · Load Analyst,Two-Link Arm & Torque,,Law of cosines reach decision and vector balance on a novel actuator
K–12,,,10,,Mechatronic Systems Specialist (Mechatronic-Math Block complete),Weld Paths & Thermal Systems,,Coordinate-geometry weld path and relay diagnosis on a novel cell
K–12,,,10,,Bridge: Automation Tech,Summer Bridge 10→11: Site Induction,,Trig on a novel two-link arm; OSHA 10 card
K–12,,,11,,Automation Tech I,PLC & Industrial Networks,,Polynomial and rational model on a novel line; fault traced and documented
K–12,,,11,,Reliability Analyst,Predictive Fatigue Diagnostics,,Exponential and logarithmic solution on a novel reliability curve with a work order
K–12,,,11,,Quality Analyst,Statistics for Quality,,Control chart and inference on a novel process; sampling plan defended
K–12,,,11,,AI-CAD Analyst,AI-CAD & Trig Models,,Trigonometric model of a novel vibration and a twin-to-scan discrepancy report
K–12,,,11,,Bridge: Capstone Lead,Summer Bridge 11→12: Capstone Summer,,Capstone brief accepted by the employer panel
K–12,,,12,,Capstone Lead,Capstone Design,,Capstone proposal accepted by the employer panel
K–12,,,12,,Credentialed Trainee,Industry-Based Certifications,,"IBC earned (NCCER Core, OSHA 10, AWS, EPA 608, CompTIA, PTEC or equivalent)"
K–12,,,12,,Apprentice,Capstone Build & Work-Based Learning,,Employer-judged capstone passed; hours countersigned
K–12,,,12,,Credentialed Graduate (Specialized Tracks complete),"Ledger, Placement & Launch",,Credential ledger verified by an employer; placement confirmed
Trade School,,,11–12 · adult,,Trade Foundations,Trade Foundations,,Read a novel schematic and produce a bill of materials with units
Trade School,,,11–12 · adult,,Cleared for Site,"Safety, Clearance & Fitness for Duty",,Perform a full lock-out on a novel rig; pass the site-clearance checklist
Trade School,,,11–12 · adult,,Trade Capstone,Trade Capstone & Placement,,Employer panel accepts the capstone; validator packet submitted
Trade School,,,11–12 · adult,,Electrical I,Circuits & Code,,Wire and test a novel branch circuit to code
Trade School,,,11–12 · adult,,Electrical II,Motors & Controls,,Diagnose a novel motor-control fault
Trade School,,,11–12 · adult,,Electrical III,Industrial Wiring & PLC I/O,,Terminate and verify a PLC I/O panel
Trade School,,,11–12 · adult,,Electrical Pre-Apprentice,Electrical Practicum,,Employer sign-off; algebra qualifier passed
Trade School,,,11–12 · adult,,Welder I,SMAW Fundamentals,,Fillet weld passes visual inspection on a novel joint
Trade School,,,11–12 · adult,,Welder II,GMAW / FCAW,,Multi-pass weld to procedure
Trade School,,,11–12 · adult,,Fabricator,"Blueprint, Layout & Fabrication",,Fabricate a novel assembly from a drawing
Trade School,,,11–12 · adult,,Welding Pre-Apprentice,Welding Practicum,,Weld tests per D1.1 procedures
Trade School,,,11–12 · adult,,Pipefitter I,Pipe Systems & Math,,Compute and cut a novel rolling offset
Trade School,,,11–12 · adult,,Pipefitter II,Joining & Testing,,Assemble and pressure-test a novel spool
Trade School,,,11–12 · adult,,Pipefitter III,Isometrics & Process Systems,,Build from a novel isometric; trace the process
Trade School,,,11–12 · adult,,Pipefitting Pre-Apprentice,Pipefitting Practicum,,Employer sign-off
Trade School,,,11–12 · adult,,Maintenance Tech I,Mechanical Systems,,Align a novel motor-pump set to tolerance
Trade School,,,11–12 · adult,,Maintenance Tech II,Fluid Power,,Diagnose a novel fluid-power fault
Trade School,,,11–12 · adult,,Automation Tech,PLC & Automation,,Program and verify a novel automated cell
Trade School,,,11–12 · adult,,Mechatronics Pre-Apprentice,Mechatronics Practicum,,Employer sign-off; SMSCP exam readiness
Trade School,,,11–12 · adult,,HVAC I,Refrigeration Cycle,,Chart a novel cycle; pass the 608 core practice
Trade School,,,11–12 · adult,,HVAC II,Electrical for HVAC,,Diagnose a novel control fault
Trade School,,,11–12 · adult,,Cooling Tech,"Chillers, CRAC & Airflow",,Restore a novel data-hall cooling margin
Trade School,,,11–12 · adult,,HVAC Pre-Apprentice,HVAC Practicum,,608 Universal; employer sign-off
Trade School,,,11–12 · adult,,Operator I,Equipment Systems & Safety,,Complete a novel pre-operation inspection
Trade School,,,11–12 · adult,,Rigger,Rigging & Signals,,Compute a novel lift; signal it safely
Trade School,,,11–12 · adult,,Operator II,Simulator & Yard Operations,,Complete a novel yard sequence within limits
Trade School,,,11–12 · adult,,Heavy Equipment Pre-Apprentice,Heavy Equipment Practicum,,Employer sign-off
Trade School,,,11–12 · adult,,IT Tech I,Hardware & Networks,,Build and verify a novel network segment
Trade School,,,11–12 · adult,,IT Tech II,Systems & Cloud Ops,,Automate a novel monitoring task
Trade School,,,11–12 · adult,,Cyber Tech,Cyber & OT Security,,Isolate a novel OT anomaly and document it
Trade School,,,11–12 · adult,,IT Pre-Apprentice,IT Practicum,,Certification; employer sign-off
Trade School,,,11–12 · adult,,Process Tech I,Process Systems,,Trace a novel P&ID and explain the loop
Trade School,,,11–12 · adult,,Process Tech II,Instrumentation & Control,,Tune a novel loop within limits
Trade School,,,11–12 · adult,,Process Tech III,Process Safety & Cryogenics,,Run a novel permit-to-work scenario
Trade School,,,11–12 · adult,,Process Pre-Apprentice,Process Practicum,,Employer sign-off
Trade School,,,11–12 · adult,,UAS I,Flight & Airspace,,Pass a novel Part 107 practice set
Trade School,,,11–12 · adult,,Survey Tech,Sensors & Survey,,Plan and fly (simulated) a novel survey grid
Trade School,,,11–12 · adult,,Telemetry Tech,Coastal Telemetry,,QA a novel telemetry set; report with a margin
Trade School,,,11–12 · adult,,UAS Pre-Apprentice,UAS Practicum,,Certificate; employer sign-off
Trade School,,,11–12 · adult,,Marine Tech I,Vessel Systems,,Explain a novel ballast problem physically
Trade School,,,11–12 · adult,,Shipfitter,Shipfitting & Marine Fabrication,,Fit a novel hull section to drawing
Trade School,,,11–12 · adult,,Port Tech,Port Operations & Logistics,,Schedule a novel container move sequence
Trade School,,,11–12 · adult,,Marine Pre-Apprentice,Marine Practicum,,Employer sign-off
Trade School,,,11–12 · adult,,Biomed Tech I,Healthcare Environment & Safety,,Pass a novel clinical-safety scenario
Trade School,,,11–12 · adult,,Biomed Tech II,Device Calibration & Metrology,,Calibrate a novel device to tolerance
Trade School,,,11–12 · adult,,Biomed Tech III,Clinical Systems & Networks,,Diagnose a novel device-network fault
Trade School,,,11–12 · adult,,Biomed Pre-Apprentice,Biomed Practicum,,Employer sign-off
Future-Work,,,K–2,,Robot Spotter,Machines that move (RB),,"Identify sensor, brain and motor on a novel toy robot"
Future-Work,,,K–2,,Sequencer I,Follow the line (RB),,Program a novel path with two turns
Future-Work,,,K–2,,Gripper Builder,Grippers and hands (RB),,Gripper picks up a novel object without crushing it
Future-Work,,,K–2,,Robot Mapper,Robots in our parish (RB),,Match three robots to three jobs and say what the person does
Future-Work,,,3–5,,Sensor Tech I,Sensors and decisions (RB),,Robot stops at a novel edge
Future-Work,,,3–5,,Gear Tech,"Gears, ratios and torque (RB)",,Pick the gear pair for a novel load
Future-Work,,,3–5,,Sorter Builder,Build a sorter (RB),,Sorter beats 90% on a novel mix
Future-Work,,,3–5,,Junior Pilot,Drones and the coast (RB),,Plan a novel survey grid
Future-Work,,,3–5,,Arm Operator I,The robot arm (RB),,Arm stacks a novel pattern
Future-Work,,,3–5,,Assistive Designer I,Robots help people (RB),,Design brief for a novel user need
Future-Work,,,6–8,,Embedded I,Microcontrollers (RB),,Wire and read a novel sensor from its datasheet
Future-Work,,,6–8,,Motion I,Motors and drivers (RB),,Drive a novel motor within its rating
Future-Work,,,6–8,,Control I,Closed-loop control (RB),,Tune a novel line follower until it stops oscillating
Future-Work,,,6–8,,Kinematics I,Kinematics in the plane (RB),,Compute a novel reach
Future-Work,,,6–8,,Vision I,Vision basics (RB),,Detect a novel object class
Future-Work,,,6–8,,Mobile I,Mobile robots and mapping (RB),,Map a novel room within 10%
Future-Work,,,6–8,,Cell Safety,Safety and the cell (RB),,Risk-assess a novel cell layout
Future-Work,,,6–8,,Cobot I,Cobots on the line (RB),,Program a novel pick-and-place
Future-Work,,,6–8,,Robotics Crew,Regional robot capstone (RB),,Partner panel accepts
Future-Work,,,9–10,,Robot Programmer I,Industrial robot programming (RB),,Program a novel weld or pick path
Future-Work,,,9–10,,PLC I,PLCs and automation cells (RB),,Program a novel cell sequence
Future-Work,,,9–10,,Control II,"Sensors, PID and tuning (RB)",,Tune a novel loop to specification
Future-Work,,,9–10,,Vision II,Machine vision and inspection (RB),,Build a novel inspection
Future-Work,,,9–10,,AMR I,Autonomous mobile robots (RB),,Navigate a novel course
Future-Work,,,9–10,,ROV I,Marine and subsea robotics (RB),,Pilot a novel inspection (pool or simulator)
Future-Work,,,9–10,,Ag-Robotics I,Ag robotics and precision farming (RB),,Plan a novel field pass
Future-Work,,,9–10,,Robot Tech I,Robot maintenance and troubleshooting (RB),,Diagnose a novel fault
Future-Work,,,9–10,,Health-Robotics I,Healthcare and surgical robotics (RB),,Explain a novel clinical workflow
Future-Work,,,11–12,,Integrator I,Robot systems integration (RB),,Integrate a novel cell
Future-Work,,,11–12,,Simulation I,Advanced control and simulation (RB),,Validate a novel twin against the rig
Future-Work,,,11–12,,Robot Software I,ROS 2 and robot software (RB),,Build a novel ROS package
Future-Work,,,11–12,,Advanced Mechanisms,Humanoids and legged robots (RB),,Analyze a novel gait case
Future-Work,,,11–12,,Industrial Placement,Robotics for the mill and the port (RB),,Site supervisor accepts a novel task
Future-Work,,,11–12,,Safety Cert Prep,Robot safety certification (RB),,Produce a novel safety file
Future-Work,,,11–12,,Robotics Venture,Robotics venture (RB),,Business case for a novel client
Future-Work,,,11–12,,Certification Prep,Apprenticeship and certification on-ramp (RB),,Mock certification passed
Future-Work,,,11–12,,Robotics Capstone,Robotics capstone and defense (RB),,Employer and Teacher Leader panel accepts
Future-Work,,,K–2,,Clear Briefer,Helpers that follow instructions (AG),,Write a novel three-step instruction another crew can follow
Future-Work,,,K–2,,Checker I,Check the helper (AG),,Find the wrong count in a novel helper answer
Future-Work,,,K–2,,Decider,Who decides? (AG),,Explain who decides in a novel story
Future-Work,,,K–2,,Agent Buddy,Our crew agent (AG),,Show a family member how to ask the agent
Future-Work,,,3–5,,Briefer I,Prompts and briefs (AG),,Brief a novel task so the agent gets it right first time
Future-Work,,,3–5,,Verifier I,Verify and audit (AG),,Audit a novel agent answer with two checks
Future-Work,,,3–5,,Planner I,Tools and steps (AG),,Plan a novel tool chain
Future-Work,,,3–5,,Data Steward I,Data the agent learns from (AG),,Spot a novel biased dataset
Future-Work,,,3–5,,Agent Mapper,Agents at work in our parish (AG),,Interview report on a novel workplace
Future-Work,,,3–5,,Builder I,Build a helper (AG),,"Helper answers a novel question set correctly, with sources"
Future-Work,,,6–8,,LM Literacy,How language models work (AG),,Explain a novel failure
Future-Work,,,6–8,,Agent Ops I,"The agent loop: plan, act, observe (AG)",,Trace a novel agent run
Future-Work,,,6–8,,Evaluator I,Evaluation and test sets (AG),,Evaluate a novel agent version
Future-Work,,,6–8,,Retrieval I,Retrieval and sources (AG),,Build a novel Q&A over parish documents with sources
Future-Work,,,6–8,,Guardrail I,Guardrails and overrides (AG),,Design guardrails for a novel task
Future-Work,,,6–8,,Physical Verifier,Agents and the machine (AG),,Catch a novel wrong reading
Future-Work,,,6–8,,Ethics I,"Ethics, privacy and the law (AG)",,Privacy review of a novel agent design
Future-Work,,,6–8,,Swarm I,Multi-agent crews (AG),,Run a novel two-agent task
Future-Work,,,6–8,,Agent Crew,Agent capstone for a partner (AG),,Partner accepts
Future-Work,,,9–10,,Agent Developer I,Agent frameworks (Hermes runtime) (AG),,Ship a novel tool-using agent
Future-Work,,,9–10,,Protocol I,Protocols: NANDA registry and x402 (AG),,Register and call a novel agent
Future-Work,,,9–10,,Spec Writer,Prompt engineering and specification (AG),,Specify a novel task to ≥95% on its test set
Future-Work,,,9–10,,Evaluator II,Evaluation engineering (AG),,Build a novel evaluation suite
Future-Work,,,9–10,,Annotator,Data annotation and quality (AG),,Annotate a novel set to κ ≥ 0.7
Future-Work,,,9–10,,Automation Analyst I,Automation for local business (AG),,Deploy a novel workflow behind an approval gate
Future-Work,,,9–10,,Civic Automation,Agents in public service (AG),,Design a novel public-service agent with a human in the loop
Future-Work,,,9–10,,Agent Security I,Security and adversarial inputs (AG),,Red-team a novel agent and fix it
Future-Work,,,9–10,,AgentOps I,Agent operations (AG),,Run a novel incident drill
Future-Work,,,11–12,,Orchestrator I,Hive memory and swarm orchestration (AG),,Orchestrate a novel three-agent job
Future-Work,,,11–12,,Model Tuner I,Fine-tuning and small models (AG),,Fine-tune a novel small model to specification
Future-Work,,,11–12,,Industrial Agent Placement,Agents for the data center and the mill (AG),,Site supervisor accepts a novel agent workflow
Future-Work,,,11–12,,Governance I,AI governance and compliance (AG),,Produce a novel governance file
Future-Work,,,11–12,,Human Factors I,Human factors and override design (AG),,User-test a novel override interface
Future-Work,,,11–12,,Agent Product,Agent product studio (AG),,Client accepts
Future-Work,,,11–12,,Research I,Research methods in AI (AG),,Replicate a novel result
Future-Work,,,11–12,,Certification Prep,Certification and college on-ramp (AG),,Mock exam passed
Future-Work,,,11–12,,Agents Capstone,Agents capstone and defense (AG),,Employer and Teacher Leader panel accepts
Future-Work,,,K–2,,Data Center Spotter,Where the internet lives (DC),,Label a novel picture of a data center
Future-Work,,,K–2,,Cooling Cadet,Hot and cold (DC),,Measure and compare a novel hot/cold pair
Future-Work,,,K–2,,Power Cadet,Power to the plug (DC),,Trace a novel path from plant to plug
Future-Work,,,K–2,,Data Center Mapper,The people of the data center (DC),,Match five people to five jobs
Future-Work,,,3–5,,Storage I,"Bits, bytes and storage (DC)",,Size a novel storage need
Future-Work,,,3–5,,Network Cadet,Networks: how messages travel (DC),,Route a novel message
Future-Work,,,3–5,,Cooling I,Keeping servers cool (DC),,Improve a novel rack's airflow
Future-Work,,,3–5,,Circuits I,Electricity and circuits (DC),,Wire a novel safe circuit
Future-Work,,,3–5,,Community Cadet,"Water, land and the big building (DC)",,Present a novel set of fair questions to a panel
Future-Work,,,3–5,,Builder I,Build a mini data center (DC),,Cluster serves a novel page
Future-Work,,,6–8,,Hardware I,Server hardware (DC),,Identify and seat novel components
Future-Work,,,6–8,,Cabling I,Structured cabling and fiber (DC),,Terminate and test a novel run
Future-Work,,,6–8,,Network I,Networking fundamentals (DC),,Build a novel segment
Future-Work,,,6–8,,Power I,Power distribution (DC),,Trace a novel single-line diagram
Future-Work,,,6–8,,Cooling II,Cooling systems (DC),,Compute a novel PUE
Future-Work,,,6–8,,Controls I,Monitoring and controls (DC),,Respond correctly to a novel alarm
Future-Work,,,6–8,,Critical Safety I,Safety in the critical environment (DC),,Pass a novel safety scenario
Future-Work,,,6–8,,Grid I,"Energy, gas and the grid (DC)",,Model a novel load case
Future-Work,,,6–8,,Data Center Crew,Data center crew capstone (DC),,Teacher Leader panel accepts
Future-Work,,,9–10,,Hardware Tech I,Hardware technician (A+ prep) (DC),,Pass a novel A+ practice set
Future-Work,,,9–10,,Network Tech I,Network technician (Network+ prep) (DC),,Fix a novel network fault
Future-Work,,,9–10,,DC Electrical I,Electrical for data centers (DC),,Diagnose a novel power fault safely
Future-Work,,,9–10,,DC Cooling I,HVAC-R and liquid cooling (DC),,Chart a novel cooling fault
Future-Work,,,9–10,,Fiber I,Fiber optics and construction (DC),,Splice and test a novel link
Future-Work,,,9–10,,Systems I,Linux and systems administration (DC),,Automate a novel task
Future-Work,,,9–10,,DC Security I,Security and physical access (DC),,Run a novel access drill
Future-Work,,,9–10,,Critical Ops I,Critical facilities operations (DC),,Execute a novel MOP
Future-Work,,,9–10,,Placement I,Site placement I (DC),,Supervisor accepts
Future-Work,,,11–12,,Design I,Data center design and capacity (DC),,Design a novel small site
Future-Work,,,11–12,,DC Electrical II,Power systems II (DC),,Commission a novel UPS (simulator or rig)
Future-Work,,,11–12,,DC Cooling II,Cooling II and thermal management (DC),,Solve a novel hotspot
Future-Work,,,11–12,,AI Infra I,Cloud and AI infrastructure (DC),,Size a novel cluster
Future-Work,,,11–12,,Controls II,Controls and DCIM (DC),,Tune a novel setpoint schedule
Future-Work,,,11–12,,Sustainability I,"Sustainability, water and community (DC)",,Audit a novel site report
Future-Work,,,11–12,,Certification Prep,Certification prep (CDCP / Server+ / EPA 608) (DC),,Mock exam passed
Future-Work,,,11–12,,Placement II,Site placement II (Learn and Earn) (DC),,Employer panel accepts
Future-Work,,,11–12,,Data Center Capstone,Data center capstone and defense (DC),,Employer and Teacher Leader panel accepts
Regional,,,K,,Region Explorer,Who works in Greater New Orleans?,,Match three workers to three tools
Regional,,,1,,Machine Spotter,Machines of Greater New Orleans,,Explain a novel machine's job
Regional,,,2,,Data Cadet,Counting our region,,Build a novel pictograph from regional data
Regional,,,3,,Supply-Chain Cadet,How Greater New Orleans makes money,,Trace a novel product's chain
Regional,,,4,,Regional Mapper,"Land, water and work in Greater New Orleans",,Place novel employers on the map with reasons
Regional,,,5,,Forecaster I,Jobs of 2035 in Greater New Orleans,,Present a novel job forecast to a panel
Regional,,,6,,Project Analyst I,Big projects of Greater New Orleans,,Cost-benefit a novel project with real numbers
Regional,,,7,,Skills Mapper,Skills that transfer,,Map a novel job to five transferable skills
Regional,,,8,,Pathway Planner,Pathways from Greater New Orleans school to Greater New Orleans work,,Build a novel pathway with hours and costs
Regional,,,9,,Rotation I,Regional site rotation,,Site logs verified by four hosts
Regional,,,10,,Regional Economist I,Regional economics,,Model a novel growth scenario
Regional,,,11,,Placement I,Placement in Greater New Orleans,,Supervisor accepts
Regional,,,12,,Regional Capstone,Capstone: Greater New Orleans 2035,,Regional employer council panel accepts
Regional,,,K,,Region Explorer,Who works in the Capital Region?,,Match three workers to three tools
Regional,,,1,,Machine Spotter,Machines of the Capital Region,,Explain a novel machine's job
Regional,,,2,,Data Cadet,Counting our region,,Build a novel pictograph from regional data
Regional,,,3,,Supply-Chain Cadet,How the Capital Region makes money,,Trace a novel product's chain
Regional,,,4,,Regional Mapper,"Land, water and work in the Capital Region",,Place novel employers on the map with reasons
Regional,,,5,,Forecaster I,Jobs of 2035 in the Capital Region,,Present a novel job forecast to a panel
Regional,,,6,,Project Analyst I,Big projects of the Capital Region,,Cost-benefit a novel project with real numbers
Regional,,,7,,Skills Mapper,Skills that transfer,,Map a novel job to five transferable skills
Regional,,,8,,Pathway Planner,Pathways from the Capital Region school to the Capital Region work,,Build a novel pathway with hours and costs
Regional,,,9,,Rotation I,Regional site rotation,,Site logs verified by four hosts
Regional,,,10,,Regional Economist I,Regional economics,,Model a novel growth scenario
Regional,,,11,,Placement I,Placement in the Capital Region,,Supervisor accepts
Regional,,,12,,Regional Capstone,Capstone: the Capital Region 2035,,Regional employer council panel accepts
Regional,,,K,,Region Explorer,Who works in the Bayou Region?,,Match three workers to three tools
Regional,,,1,,Machine Spotter,Machines of the Bayou Region,,Explain a novel machine's job
Regional,,,2,,Data Cadet,Counting our region,,Build a novel pictograph from regional data
Regional,,,3,,Supply-Chain Cadet,How the Bayou Region makes money,,Trace a novel product's chain
Regional,,,4,,Regional Mapper,"Land, water and work in the Bayou Region",,Place novel employers on the map with reasons
Regional,,,5,,Forecaster I,Jobs of 2035 in the Bayou Region,,Present a novel job forecast to a panel
Regional,,,6,,Project Analyst I,Big projects of the Bayou Region,,Cost-benefit a novel project with real numbers
Regional,,,7,,Skills Mapper,Skills that transfer,,Map a novel job to five transferable skills
Regional,,,8,,Pathway Planner,Pathways from the Bayou Region school to the Bayou Region work,,Build a novel pathway with hours and costs
Regional,,,9,,Rotation I,Regional site rotation,,Site logs verified by four hosts
Regional,,,10,,Regional Economist I,Regional economics,,Model a novel growth scenario
Regional,,,11,,Placement I,Placement in the Bayou Region,,Supervisor accepts
Regional,,,12,,Regional Capstone,Capstone: the Bayou Region 2035,,Regional employer council panel accepts
Regional,,,K,,Region Explorer,Who works in Acadiana?,,Match three workers to three tools
Regional,,,1,,Machine Spotter,Machines of Acadiana,,Explain a novel machine's job
Regional,,,2,,Data Cadet,Counting our region,,Build a novel pictograph from regional data
Regional,,,3,,Supply-Chain Cadet,How Acadiana makes money,,Trace a novel product's chain
Regional,,,4,,Regional Mapper,"Land, water and work in Acadiana",,Place novel employers on the map with reasons
Regional,,,5,,Forecaster I,Jobs of 2035 in Acadiana,,Present a novel job forecast to a panel
Regional,,,6,,Project Analyst I,Big projects of Acadiana,,Cost-benefit a novel project with real numbers
Regional,,,7,,Skills Mapper,Skills that transfer,,Map a novel job to five transferable skills
Regional,,,8,,Pathway Planner,Pathways from Acadiana school to Acadiana work,,Build a novel pathway with hours and costs
Regional,,,9,,Rotation I,Regional site rotation,,Site logs verified by four hosts
Regional,,,10,,Regional Economist I,Regional economics,,Model a novel growth scenario
Regional,,,11,,Placement I,Placement in Acadiana,,Supervisor accepts
Regional,,,12,,Regional Capstone,Capstone: Acadiana 2035,,Regional employer council panel accepts
Regional,,,K,,Region Explorer,Who works in Southwest Louisiana?,,Match three workers to three tools
Regional,,,1,,Machine Spotter,Machines of Southwest Louisiana,,Explain a novel machine's job
Regional,,,2,,Data Cadet,Counting our region,,Build a novel pictograph from regional data
Regional,,,3,,Supply-Chain Cadet,How Southwest Louisiana makes money,,Trace a novel product's chain
Regional,,,4,,Regional Mapper,"Land, water and work in Southwest Louisiana",,Place novel employers on the map with reasons
Regional,,,5,,Forecaster I,Jobs of 2035 in Southwest Louisiana,,Present a novel job forecast to a panel
Regional,,,6,,Project Analyst I,Big projects of Southwest Louisiana,,Cost-benefit a novel project with real numbers
Regional,,,7,,Skills Mapper,Skills that transfer,,Map a novel job to five transferable skills
Regional,,,8,,Pathway Planner,Pathways from Southwest Louisiana school to Southwest Louisiana work,,Build a novel pathway with hours and costs
Regional,,,9,,Rotation I,Regional site rotation,,Site logs verified by four hosts
Regional,,,10,,Regional Economist I,Regional economics,,Model a novel growth scenario
Regional,,,11,,Placement I,Placement in Southwest Louisiana,,Supervisor accepts
Regional,,,12,,Regional Capstone,Capstone: Southwest Louisiana 2035,,Regional employer council panel accepts
Regional,,,K,,Region Explorer,Who works in Central Louisiana?,,Match three workers to three tools
